notice_id,capital_call_id,commitment_id,investor_id,fund_id,feeder_id,offering_id,call_number,call_date,due_date,committed_amount_usd,call_percentage,call_amount_usd,equalization_amount_usd,total_due_usd,payment_status,payment_date,payment_reference,bank_account,unfunded_commitment_usd,cumulative_called_pct
CCN-00011,FUND-AGE-II-CC1,COMM-0006,INV-0020,FUND-AGE-II,FUND-AGE-II-DOM,FUND-AGE-II-DOM-A,1,2022-08-22,2022-09-05,161510000.0,30.0,48453000.0,0.0,48453000.0,Paid,2022-09-08,WIRE-000011,CITI-200300400,113057000.0,30.0
CCN-00012,FUND-AGE-II-CC2,COMM-0006,INV-0020,FUND-AGE-II,FUND-AGE-II-DOM,FUND-AGE-II-DOM-A,2,2023-02-10,2023-02-24,161510000.0,25.0,40377500.0,0.0,40377500.0,Paid,2023-02-24,WIRE-000012,HSBC-600700800,72679500.0,55.0
CCN-00013,FUND-AGE-II-CC1,COMM-0007,INV-0040,FUND-AGE-II,FUND-AGE-II-OFF,FUND-AGE-II-OFF-A,1,2022-08-22,2022-09-05,41260000.0,30.0,12378000.0,0.0,12378000.0,Paid,2022-09-07,WIRE-000013,WF-500600700,28882000.0,30.0
CCN-00014,FUND-AGE-II-CC2,COMM-0007,INV-0040,FUND-AGE-II,FUND-AGE-II-OFF,FUND-AGE-II-OFF-A,2,2023-02-10,2023-02-24,41260000.0,25.0,10315000.0,0.0,10315000.0,Paid,2023-03-01,WIRE-000014,GS-400500600,18567000.0,55.0
CCN-00015,FUND-ABF-X-CC1,COMM-0008,INV-0023,FUND-ABF-X,FUND-ABF-X-OFF,FUND-ABF-X-OFF-A,1,2023-08-26,2023-09-08,440240000.0,30.0,132072000.0,0.0,132072000.0,Paid,2023-09-11,WIRE-000015,HSBC-600700800,308168000.0,30.0
CCN-00016,FUND-ABF-X-CC2,COMM-0008,INV-0023,FUND-ABF-X,FUND-ABF-X-OFF,FUND-ABF-X-OFF-A,2,2024-03-26,2024-04-09,440240000.0,25.0,110060000.0,0.0,110060000.0,Paid,2024-04-09,WIRE-000016,HSBC-600700800,198108000.0,55.0
CCN-00017,FUND-AGE-I-CC1,COMM-0009,INV-0029,FUND-AGE-I,FUND-AGE-I-DOM,FUND-AGE-I-DOM-A,1,2019-08-18,2019-08-30,307780000.0,30.0,92334000.0,0.0,92334000.0,Paid,2019-08-30,WIRE-000017,JPMC-100200300,215446000.0,30.0
CCN-00018,FUND-AGE-I-CC2,COMM-0009,INV-0029,FUND-AGE-I,FUND-AGE-I-DOM,FUND-AGE-I-DOM-A,2,2020-05-18,2020-06-01,307780000.0,25.0,76945000.0,0.0,76945000.0,Late,2020-06-22,WIRE-000018,GS-400500600,138501000.0,55.0
CCN-00019,FUND-ABF-X-CC1,COMM-0010,INV-0036,FUND-ABF-X,FUND-ABF-X-MAIN,FUND-ABF-X-MAIN-B,1,2023-08-26,2023-09-08,466220000.0,30.0,139866000.0,0.0,139866000.0,Late,2023-09-21,WIRE-000019,GS-400500600,326354000.0,30.0
CCN-00020,FUND-ABF-X-CC2,COMM-0010,INV-0036,FUND-ABF-X,FUND-ABF-X-MAIN,FUND-ABF-X-MAIN-B,2,2024-03-26,2024-04-09,466220000.0,25.0,116555000.0,0.0,116555000.0,Paid,2024-04-12,WIRE-000020,WF-500600700,209799000.0,55.0
CCN-00021,FUND-ARA-III-CC1,COMM-0011,INV-0008,FUND-ARA-III,FUND-ARA-III-OFF,FUND-ARA-III-OFF-A,1,2020-07-02,2020-07-16,372500000.0,30.0,111750000.0,0.0,111750000.0,Paid,2020-07-17,WIRE-000021,GS-400500600,260750000.0,30.0
CCN-00022,FUND-ARA-III-CC2,COMM-0011,INV-0008,FUND-ARA-III,FUND-ARA-III-OFF,FUND-ARA-III-OFF-A,2,2020-11-06,2020-11-20,372500000.0,25.0,93125000.0,0.0,93125000.0,Paid,2020-11-23,WIRE-000022,GS-400500600,167625000.0,55.0
CCN-00023,FUND-AIP-III-CC1,COMM-0012,INV-0039,FUND-AIP-III,FUND-AIP-III-DOM,FUND-AIP-III-DOM-A,1,2023-08-07,2023-08-21,360220000.0,30.0,108066000.0,0.0,108066000.0,Paid,2023-08-24,WIRE-000023,BOFA-300400500,252154000.0,30.0
CCN-00024,FUND-AIP-III-CC2,COMM-0012,INV-0039,FUND-AIP-III,FUND-AIP-III-DOM,FUND-AIP-III-DOM-A,2,2023-11-24,2023-12-08,360220000.0,25.0,90055000.0,0.0,90055000.0,Late,2023-12-27,WIRE-000024,BOFA-300400500,162099000.0,55.0
CCN-00025,FUND-ACO-V-CC1,COMM-0013,INV-0032,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-08-08,2023-08-22,453140000.0,30.0,135942000.0,0.0,135942000.0,Paid,2023-08-24,WIRE-000025,JPMC-100200300,317198000.0,30.0
CCN-00026,FUND-ACO-V-CC2,COMM-0013,INV-0032,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,2,2024-01-23,2024-02-06,453140000.0,25.0,113285000.0,0.0,113285000.0,Paid,2024-02-09,WIRE-000026,WF-500600700,203913000.0,55.0
CCN-00027,FUND-ARA-III-CC1,COMM-0014,INV-0028,FUND-ARA-III,FUND-ARA-III-MAIN,FUND-ARA-III-MAIN-B,1,2020-07-02,2020-07-16,26820000.0,30.0,8046000.0,0.0,8046000.0,Paid,2020-07-20,WIRE-000027,GS-400500600,18774000.0,30.0
CCN-00028,FUND-ARA-III-CC2,COMM-0014,INV-0028,FUND-ARA-III,FUND-ARA-III-MAIN,FUND-ARA-III-MAIN-B,2,2020-11-06,2020-11-20,26820000.0,25.0,6705000.0,0.0,6705000.0,Paid,2020-11-25,WIRE-000028,BOFA-300400500,12069000.0,55.0
CCN-00029,FUND-ARA-III-CC1,COMM-0015,INV-0017,FUND-ARA-III,FUND-ARA-III-DOM,FUND-ARA-III-DOM-A,1,2020-07-02,2020-07-16,371910000.0,30.0,111573000.0,0.0,111573000.0,Paid,2020-07-17,WIRE-000029,BOFA-300400500,260337000.0,30.0
CCN-00030,FUND-ARA-III-CC2,COMM-0015,INV-0017,FUND-ARA-III,FUND-ARA-III-DOM,FUND-ARA-III-DOM-A,2,2020-11-06,2020-11-20,371910000.0,25.0,92977500.0,0.0,92977500.0,Paid,2020-11-25,WIRE-000030,WF-500600700,167359500.0,55.0
CCN-00031,FUND-AIP-III-CC1,COMM-0016,INV-0001,FUND-AIP-III,FUND-AIP-III-OFF,FUND-AIP-III-OFF-A,1,2023-08-07,2023-08-21,42250000.0,30.0,12675000.0,0.0,12675000.0,Paid,2023-08-24,WIRE-000031,HSBC-600700800,29575000.0,30.0
CCN-00032,FUND-AIP-III-CC2,COMM-0016,INV-0001,FUND-AIP-III,FUND-AIP-III-OFF,FUND-AIP-III-OFF-A,2,2023-11-24,2023-12-08,42250000.0,25.0,10562500.0,0.0,10562500.0,Pending,,,GS-400500600,19012500.0,55.0
CCN-00033,FUND-ABF-IX-CC1,COMM-0017,INV-0003,FUND-ABF-IX,FUND-ABF-IX-DOM,FUND-ABF-IX-DOM-A,1,2021-08-08,2021-08-20,293340000.0,30.0,88002000.0,0.0,88002000.0,Pending,,,HSBC-600700800,205338000.0,30.0
CCN-00034,FUND-ABF-IX-CC2,COMM-0017,INV-0003,FUND-ABF-IX,FUND-ABF-IX-DOM,FUND-ABF-IX-DOM-A,2,2021-11-28,2021-12-10,293340000.0,25.0,73335000.0,0.0,73335000.0,Pending,,,GS-400500600,132003000.0,55.0
CCN-00035,FUND-ABF-IX-CC1,COMM-0018,INV-0003,FUND-ABF-IX,FUND-ABF-IX-MAIN,FUND-ABF-IX-MAIN-B,1,2021-08-08,2021-08-20,185500000.0,30.0,55650000.0,0.0,55650000.0,Paid,2021-08-20,WIRE-000035,WF-500600700,129850000.0,30.0
CCN-00036,FUND-ABF-IX-CC2,COMM-0018,INV-0003,FUND-ABF-IX,FUND-ABF-IX-MAIN,FUND-ABF-IX-MAIN-B,2,2021-11-28,2021-12-10,185500000.0,25.0,46375000.0,0.0,46375000.0,Paid,2021-12-15,WIRE-000036,GS-400500600,83475000.0,55.0
CCN-00037,FUND-ARA-IV-CC1,COMM-0019,INV-0016,FUND-ARA-IV,FUND-ARA-IV-DOM,FUND-ARA-IV-DOM-A,1,2022-07-15,2022-07-29,180070000.0,30.0,54021000.0,0.0,54021000.0,Paid,2022-08-01,WIRE-000037,CITI-200300400,126049000.0,30.0
CCN-00038,FUND-ARA-IV-CC2,COMM-0019,INV-0016,FUND-ARA-IV,FUND-ARA-IV-DOM,FUND-ARA-IV-DOM-A,2,2023-04-17,2023-05-01,180070000.0,25.0,45017500.0,0.0,45017500.0,Paid,2023-05-03,WIRE-000038,JPMC-100200300,81031500.0,55.0
CCN-00039,FUND-ABF-X-CC1,COMM-0020,INV-0010,FUND-ABF-X,FUND-ABF-X-DOM,FUND-ABF-X-DOM-A,1,2023-08-26,2023-09-08,432980000.0,30.0,129894000.0,0.0,129894000.0,Paid,2023-09-08,WIRE-000039,HSBC-600700800,303086000.0,30.0
CCN-00040,FUND-ABF-X-CC2,COMM-0020,INV-0010,FUND-ABF-X,FUND-ABF-X-DOM,FUND-ABF-X-DOM-A,2,2024-03-26,2024-04-09,432980000.0,25.0,108245000.0,0.0,108245000.0,Paid,2024-04-12,WIRE-000040,BOFA-300400500,194841000.0,55.0
CCN-00041,FUND-ACO-IV-CC1,COMM-0021,INV-0012,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,1,2021-08-17,2021-08-31,392280000.0,30.0,117684000.0,0.0,117684000.0,Paid,2021-09-03,WIRE-000041,HSBC-600700800,274596000.0,30.0
CCN-00042,FUND-ACO-IV-CC2,COMM-0021,INV-0012,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,2,2022-02-19,2022-03-04,392280000.0,25.0,98070000.0,0.0,98070000.0,Paid,2022-03-04,WIRE-000042,WF-500600700,176526000.0,55.0
CCN-00043,FUND-AIP-II-CC1,COMM-0022,INV-0011,FUND-AIP-II,FUND-AIP-II-DOM,FUND-AIP-II-DOM-A,1,2021-08-23,2021-09-06,194360000.0,30.0,58308000.0,0.0,58308000.0,Late,2021-09-16,WIRE-000043,HSBC-600700800,136052000.0,30.0
CCN-00044,FUND-AIP-II-CC2,COMM-0022,INV-0011,FUND-AIP-II,FUND-AIP-II-DOM,FUND-AIP-II-DOM-A,2,2022-05-01,2022-05-13,194360000.0,25.0,48590000.0,0.0,48590000.0,Paid,2022-05-13,WIRE-000044,HSBC-600700800,87462000.0,55.0
CCN-00045,FUND-ARA-IV-CC1,COMM-0023,INV-0013,FUND-ARA-IV,FUND-ARA-IV-MAIN,FUND-ARA-IV-MAIN-B,1,2022-07-15,2022-07-29,178080000.0,30.0,53424000.0,0.0,53424000.0,Paid,2022-08-03,WIRE-000045,HSBC-600700800,124656000.0,30.0
CCN-00046,FUND-ARA-IV-CC2,COMM-0023,INV-0013,FUND-ARA-IV,FUND-ARA-IV-MAIN,FUND-ARA-IV-MAIN-B,2,2023-04-17,2023-05-01,178080000.0,25.0,44520000.0,0.0,44520000.0,Paid,2023-05-01,WIRE-000046,CITI-200300400,80136000.0,55.0
CCN-00047,FUND-ARA-IV-CC1,COMM-0024,INV-0013,FUND-ARA-IV,FUND-ARA-IV-OFF,FUND-ARA-IV-OFF-A,1,2022-07-15,2022-07-29,167490000.0,30.0,50247000.0,0.0,50247000.0,Paid,2022-08-02,WIRE-000047,JPMC-100200300,117243000.0,30.0
CCN-00048,FUND-ARA-IV-CC2,COMM-0024,INV-0013,FUND-ARA-IV,FUND-ARA-IV-OFF,FUND-ARA-IV-OFF-A,2,2023-04-17,2023-05-01,167490000.0,25.0,41872500.0,0.0,41872500.0,Paid,2023-05-04,WIRE-000048,GS-400500600,75370500.0,55.0
CCN-00049,FUND-ACO-V-CC1,COMM-0025,INV-0033,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,1,2023-08-08,2023-08-22,341360000.0,30.0,102408000.0,0.0,102408000.0,Paid,2023-08-22,WIRE-000049,CITI-200300400,238952000.0,30.0
CCN-00050,FUND-ACO-V-CC2,COMM-0025,INV-0033,FUND-ACO-V,FUND-ACO-V-DOM,FUND-ACO-V-DOM-A,2,2024-01-23,2024-02-06,341360000.0,25.0,85340000.0,0.0,85340000.0,Paid,2024-02-07,WIRE-000050,WF-500600700,153612000.0,55.0
CCN-00051,FUND-ABF-IX-CC1,COMM-0026,INV-0008,FUND-ABF-IX,FUND-ABF-IX-OFF,FUND-ABF-IX-OFF-A,1,2021-08-08,2021-08-20,93390000.0,30.0,28017000.0,0.0,28017000.0,Paid,2021-08-25,WIRE-000051,WF-500600700,65373000.0,30.0
CCN-00052,FUND-ABF-IX-CC2,COMM-0026,INV-0008,FUND-ABF-IX,FUND-ABF-IX-OFF,FUND-ABF-IX-OFF-A,2,2021-11-28,2021-12-10,93390000.0,25.0,23347500.0,0.0,23347500.0,Paid,2021-12-14,WIRE-000052,HSBC-600700800,42025500.0,55.0
CCN-00053,FUND-AIP-II-CC1,COMM-0027,INV-0039,FUND-AIP-II,FUND-AIP-II-OFF,FUND-AIP-II-OFF-A,1,2021-08-23,2021-09-06,176120000.0,30.0,52836000.0,0.0,52836000.0,Late,2021-09-27,WIRE-000053,GS-400500600,123284000.0,30.0
CCN-00054,FUND-AIP-II-CC2,COMM-0027,INV-0039,FUND-AIP-II,FUND-AIP-II-OFF,FUND-AIP-II-OFF-A,2,2022-05-01,2022-05-13,176120000.0,25.0,44030000.0,0.0,44030000.0,Paid,2022-05-18,WIRE-000054,WF-500600700,79254000.0,55.0
CCN-00055,FUND-AGE-I-CC1,COMM-0028,INV-0033,FUND-AGE-I,FUND-AGE-I-OFF,FUND-AGE-I-OFF-A,1,2019-08-18,2019-08-30,195670000.0,30.0,58701000.0,0.0,58701000.0,Paid,2019-09-04,WIRE-000055,WF-500600700,136969000.0,30.0
CCN-00056,FUND-AGE-I-CC2,COMM-0028,INV-0033,FUND-AGE-I,FUND-AGE-I-OFF,FUND-AGE-I-OFF-A,2,2020-05-18,2020-06-01,195670000.0,25.0,48917500.0,0.0,48917500.0,Paid,2020-06-03,WIRE-000056,HSBC-600700800,88051500.0,55.0
CCN-00057,FUND-ACO-IV-CC1,COMM-0029,INV-0003,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,1,2021-08-17,2021-08-31,5840000.0,30.0,1752000.0,0.0,1752000.0,Paid,2021-08-31,WIRE-000057,GS-400500600,4088000.0,30.0
CCN-00058,FUND-ACO-IV-CC2,COMM-0029,INV-0003,FUND-ACO-IV,FUND-ACO-IV-DOM,FUND-ACO-IV-DOM-A,2,2022-02-19,2022-03-04,5840000.0,25.0,1460000.0,0.0,1460000.0,Paid,2022-03-08,WIRE-000058,CITI-200300400,2628000.0,55.0
CCN-00059,FUND-AGE-II-CC1,COMM-0030,INV-0028,FUND-AGE-II,FUND-AGE-II-DOM,FUND-AGE-II-DOM-A,1,2022-08-22,2022-09-05,474690000.0,30.0,142407000.0,0.0,142407000.0,Paid,2022-09-08,WIRE-000059,HSBC-600700800,332283000.0,30.0
CCN-00060,FUND-AGE-II-CC2,COMM-0030,INV-0028,FUND-AGE-II,FUND-AGE-II-DOM,FUND-AGE-II-DOM-A,2,2023-02-10,2023-02-24,474690000.0,25.0,118672500.0,0.0,118672500.0,Paid,2023-02-24,WIRE-000060,BOFA-300400500,213610500.0,55.0
CCN-00061,FUND-AGE-II-CC1,COMM-0031,INV-0008,FUND-AGE-II,FUND-AGE-II-OFF,FUND-AGE-II-OFF-A,1,2022-08-22,2022-09-05,256030000.0,30.0,76809000.0,0.0,76809000.0,Paid,2022-09-07,WIRE-000061,HSBC-600700800,179221000.0,30.0
CCN-00062,FUND-AGE-II-CC2,COMM-0031,INV-0008,FUND-AGE-II,FUND-AGE-II-OFF,FUND-AGE-II-OFF-A,2,2023-02-10,2023-02-24,256030000.0,25.0,64007500.0,0.0,64007500.0,Paid,2023-02-28,WIRE-000062,CITI-200300400,115213500.0,55.0
CCN-00063,FUND-ABF-X-CC1,COMM-0032,INV-0026,FUND-ABF-X,FUND-ABF-X-OFF,FUND-ABF-X-OFF-A,1,2023-08-26,2023-09-08,279430000.0,30.0,83829000.0,0.0,83829000.0,Paid,2023-09-11,WIRE-000063,CITI-200300400,195601000.0,30.0
CCN-00064,FUND-ABF-X-CC2,COMM-0032,INV-0026,FUND-ABF-X,FUND-ABF-X-OFF,FUND-ABF-X-OFF-A,2,2024-03-26,2024-04-09,279430000.0,25.0,69857500.0,0.0,69857500.0,Paid,2024-04-09,WIRE-000064,HSBC-600700800,125743500.0,55.0
CCN-00065,FUND-AGE-I-CC1,COMM-0033,INV-0025,FUND-AGE-I,FUND-AGE-I-DOM,FUND-AGE-I-DOM-A,1,2019-08-18,2019-08-30,309680000.0,30.0,92904000.0,0.0,92904000.0,Paid,2019-09-03,WIRE-000065,GS-400500600,216776000.0,30.0
CCN-00066,FUND-AGE-I-CC2,COMM-0033,INV-0025,FUND-AGE-I,FUND-AGE-I-DOM,FUND-AGE-I-DOM-A,2,2020-05-18,2020-06-01,309680000.0,25.0,77420000.0,0.0,77420000.0,Paid,2020-06-03,WIRE-000066,HSBC-600700800,139356000.0,55.0
CCN-00067,FUND-ABF-X-CC1,COMM-0034,INV-0001,FUND-ABF-X,FUND-ABF-X-MAIN,FUND-ABF-X-MAIN-B,1,2023-08-26,2023-09-08,147020000.0,30.0,44106000.0,0.0,44106000.0,Paid,2023-09-11,WIRE-000067,GS-400500600,102914000.0,30.0
CCN-00068,FUND-ABF-X-CC2,COMM-0034,INV-0001,FUND-ABF-X,FUND-ABF-X-MAIN,FUND-ABF-X-MAIN-B,2,2024-03-26,2024-04-09,147020000.0,25.0,36755000.0,0.0,36755000.0,Paid,2024-04-11,WIRE-000068,WF-500600700,66159000.0,55.0
CCN-00069,FUND-ARA-III-CC1,COMM-0035,INV-0029,FUND-ARA-III,FUND-ARA-III-OFF,FUND-ARA-III-OFF-A,1,2020-07-02,2020-07-16,339440000.0,30.0,101832000.0,0.0,101832000.0,Paid,2020-07-20,WIRE-000069,BOFA-300400500,237608000.0,30.0
CCN-00070,FUND-ARA-III-CC2,COMM-0035,INV-0029,FUND-ARA-III,FUND-ARA-III-OFF,FUND-ARA-III-OFF-A,2,2020-11-06,2020-11-20,339440000.0,25.0,84860000.0,0.0,84860000.0,Pending,,,GS-400500600,152748000.0,55.0
CCN-00071,FUND-AIP-III-CC1,COMM-0036,INV-0011,FUND-AIP-III,FUND-AIP-III-DOM,FUND-AIP-III-DOM-A,1,2023-08-07,2023-08-21,145470000.0,30.0,43641000.0,0.0,43641000.0,Paid,2023-08-24,WIRE-000071,BOFA-300400500,101829000.0,30.0
CCN-00072,FUND-AIP-III-CC2,COMM-0036,INV-0011,FUND-AIP-III,FUND-AIP-III-DOM,FUND-AIP-III-DOM-A,2,2023-11-24,2023-12-08,145470000.0,25.0,36367500.0,0.0,36367500.0,Paid,2023-12-11,WIRE-000072,JPMC-100200300,65461500.0,55.0
CCN-00073,FUND-ACO-V-CC1,COMM-0037,INV-0016,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,1,2023-08-08,2023-08-22,116200000.0,30.0,34860000.0,0.0,34860000.0,Paid,2023-08-25,WIRE-000073,HSBC-600700800,81340000.0,30.0
CCN-00074,FUND-ACO-V-CC2,COMM-0037,INV-0016,FUND-ACO-V,FUND-ACO-V-OFF,FUND-ACO-V-OFF-A,2,2024-01-23,2024-02-06,116200000.0,25.0,29050000.0,0.0,29050000.0,Paid,2024-02-09,WIRE-000074,WF-500600700,52290000.0,55.0
CCN-00075,FUND-ARA-III-CC1,COMM-0038,INV-0003,FUND-ARA-III,FUND-ARA-III-MAIN,FUND-ARA-III-MAIN-B,1,2020-07-02,2020-07-16,492050000.0,30.0,147615000.0,0.0,147615000.0,Paid,2020-07-20,WIRE-000075,WF-500600700,344435000.0,30.0
CCN-00076,FUND-ARA-III-CC2,COMM-0038,INV-0003,FUND-ARA-III,FUND-ARA-III-MAIN,FUND-ARA-III-MAIN-B,2,2020-11-06,2020-11-20,492050000.0,25.0,123012500.0,0.0,123012500.0,Paid,2020-11-24,WIRE-000076,HSBC-600700800,221422500.0,55.0
CCN-00077,FUND-ARA-III-CC1,COMM-0039,INV-0027,FUND-ARA-III,FUND-ARA-III-DOM,FUND-ARA-III-DOM-A,1,2020-07-02,2020-07-16,360580000.0,30.0,108174000.0,0.0,108174000.0,Late,2020-07-24,WIRE-000077,HSBC-600700800,252406000.0,30.0
CCN-00078,FUND-ARA-III-CC2,COMM-0039,INV-0027,FUND-ARA-III,FUND-ARA-III-DOM,FUND-ARA-III-DOM-A,2,2020-11-06,2020-11-20,360580000.0,25.0,90145000.0,0.0,90145000.0,Paid,2020-11-20,WIRE-000078,HSBC-600700800,162261000.0,55.0
CCN-00079,FUND-AIP-III-CC1,COMM-0040,INV-0016,FUND-AIP-III,FUND-AIP-III-OFF,FUND-AIP-III-OFF-A,1,2023-08-07,2023-08-21,329750000.0,30.0,98925000.0,0.0,98925000.0,Paid,2023-08-22,WIRE-000079,WF-500600700,230825000.0,30.0
CCN-00080,FUND-AIP-III-CC2,COMM-0040,INV-0016,FUND-AIP-III,FUND-AIP-III-OFF,FUND-AIP-III-OFF-A,2,2023-11-24,2023-12-08,329750000.0,25.0,82437500.0,0.0,82437500.0,Paid,2023-12-13,WIRE-000080,HSBC-600700800,148387500.0,55.0
CCN-00081,FUND-ABF-IX-CC1,COMM-0041,INV-0015,FUND-ABF-IX,FUND-ABF-IX-DOM,FUND-ABF-IX-DOM-A,1,2021-08-08,2021-08-20,403030000.0,30.0,120909000.0,0.0,120909000.0,Paid,2021-08-20,WIRE-000081,BOFA-300400500,282121000.0,30.0
CCN-00082,FUND-ABF-IX-CC2,COMM-0041,INV-0015,FUND-ABF-IX,FUND-ABF-IX-DOM,FUND-ABF-IX-DOM-A,2,2021-11-28,2021-12-10,403030000.0,25.0,100757500.0,0.0,100757500.0,Paid,2021-12-10,WIRE-000082,CITI-200300400,181363500.0,55.0
CCN-00083,FUND-ABF-IX-CC1,COMM-0042,INV-0036,FUND-ABF-IX,FUND-ABF-IX-MAIN,FUND-ABF-IX-MAIN-B,1,2021-08-08,2021-08-20,459150000.0,30.0,137745000.0,0.0,137745000.0,Paid,2021-08-23,WIRE-000083,GS-400500600,321405000.0,30.0
CCN-00084,FUND-ABF-IX-CC2,COMM-0042,INV-0036,FUND-ABF-IX,FUND-ABF-IX-MAIN,FUND-ABF-IX-MAIN-B,2,2021-11-28,2021-12-10,459150000.0,25.0,114787500.0,0.0,114787500.0,Paid,2021-12-15,WIRE-000084,WF-500600700,206617500.0,55.0
CCN-00085,FUND-ARA-IV-CC1,COMM-0043,INV-0030,FUND-ARA-IV,FUND-ARA-IV-DOM,FUND-ARA-IV-DOM-A,1,2022-07-15,2022-07-29,475270000.0,30.0,142581000.0,0.0,142581000.0,Paid,2022-08-03,WIRE-000085,HSBC-600700800,332689000.0,30.0
CCN-00086,FUND-ARA-IV-CC2,COMM-0043,INV-0030,FUND-ARA-IV,FUND-ARA-IV-DOM,FUND-ARA-IV-DOM-A,2,2023-04-17,2023-05-01,475270000.0,25.0,118817500.0,0.0,118817500.0,Paid,2023-05-02,WIRE-000086,WF-500600700,213871500.0,55.0
CCN-00087,FUND-ABF-X-CC1,COMM-0044,INV-0029,FUND-ABF-X,FUND-ABF-X-DOM,FUND-ABF-X-DOM-A,1,2023-08-26,2023-09-08,373110000.0,30.0,111933000.0,0.0,111933000.0,Paid,2023-09-13,WIRE-000087,HSBC-600700800,261177000.0,30.0
CCN-00088,FUND-ABF-X-CC2,COMM-0044,INV-0029,FUND-ABF-X,FUND-ABF-X-DOM,FUND-ABF-X-DOM-A,2,2024-03-26,2024-04-09,373110000.0,25.0,93277500.0,0.0,93277500.0,Paid,2024-04-11,WIRE-000088,WF-500600700,167899500.0,55.0
CCN-00089,FUND-ACO-IV-CC1,COMM-0045,INV-0016,FUND-ACO-IV,FUND-ACO-IV-OFF,FUND-ACO-IV-OFF-A,1,2021-08-17,2021-08-31,384080000.0,30.0,115224000.0,0.0,115224000.0,Paid,2021-09-03,WIRE-000089,BOFA-300400500,268856000.0,30.0
