rep_id,rep_crd,broker_id,firm_id,office_id,rep_first_name,rep_last_name,rep_email,rep_phone,designation,specialty,years_experience,aum_approx_usd,alt_inv_certified,active,hire_date
3545,8943827,NPC,0000NPC001,36633,Charles,Martin,charles.martin@602-224-2000,673-485-1237,,Retirement Planning,9,150000000,Y,Y,2010-07-19
3547,1085187,RJ,0000RAJ001,46421,Jennifer,Robinson,jennifer.robinson@firm.com,627-245-1656,,Multi-Asset,7,150000000,Y,Y,2013-09-13
3587,5035113,MER,0000MER001,10679,Jessica,Brown,jessica.brown@212-449-1000,285-771-1203,,Retirement Planning,17,75000000,Y,Y,2011-05-08
3591,6114309,VSR,0000VSR001,66985,Michael,Smith,michael.smith@918-663-1414,365-920-8524,"CPWA,CFP",Alternative Investments,18,200000000,N,Y,2014-03-28
3616,8789590,CETA,0000CET001,50213,Joseph,Garcia,joseph.garcia@800-245-0467,920-848-1022,CIMA,Institutional Sales,28,30000000,Y,Y,2016-01-10
3623,4475340,CETA,0000CET001,82339,Susan,Wilson,susan.wilson@800-245-0467,901-282-6500,CFP,Multi-Asset,25,150000000,Y,Y,2001-02-13
3653,7133266,SCHW,0000SCH001,31581,Barbara,Harris,barbara.harris@415-667-7000,575-379-2097,"CFP,CFA",Retirement Planning,22,5000000,Y,Y,2010-04-18
3677,4519758,CETA,0000CET001,42087,Patricia,Martin,patricia.martin@800-245-0467,971-962-4693,,Family Office Services,26,300000000,Y,Y,2016-11-14
3718,6791940,UBS,0000UBS001,17816,William,Johnson,william.johnson@212-713-2000,663-697-9215,"CFP,CFA",Private Equity,5,30000000,N,Y,2017-11-27
3725,7176462,VSR,0000VSR001,68153,Karen,Taylor,karen.taylor@918-663-1414,889-909-2075,CFA,Private Wealth,17,150000000,Y,Y,2002-07-06
3732,5629550,SCHW,0000SCH001,65278,Mary,Williams,mary.williams@415-667-7000,314-913-3424,,Wealth Management,6,15000000,Y,Y,2016-11-01
3733,3215051,MS,0000MOR001,82733,Mary,White,mary.white@212-761-4000,685-555-7883,,Alternative Investments,24,100000000,Y,Y,2006-02-01
3752,7907041,MER,0000MER001,16637,Jennifer,Thompson,jennifer.thompson@212-449-1000,792-551-6346,,Multi-Asset,23,30000000,N,Y,2014-05-19
3793,5362201,VSR,0000VSR001,96947,David,Taylor,david.taylor@918-663-1414,432-695-7093,"CFP,CIMA",Alternative Investments,8,300000000,Y,Y,2011-05-15
3821,9981123,CNTS,0000CNT001,14910,Lisa,Lewis,lisa.lewis@800-237-0081,492-386-3873,CPWA,Wealth Management,8,250000000,Y,Y,2003-01-11
3826,7202069,SCHW,0000SCH001,70012,Christopher,Jones,christopher.jones@415-667-7000,388-410-1568,,Family Office Services,17,25000000,Y,Y,2011-08-18
3828,1418175,CNTS,0000CNT001,69250,Lisa,Young,lisa.young@800-237-0081,614-711-3381,,Family Office Services,12,10000000,Y,Y,2000-12-18
3846,5958621,LPL,0000LPL001,56504,Charles,Anderson,charles.anderson@858-450-9606,685-496-3409,"CPWA,CFP",Private Wealth,23,250000000,Y,Y,2003-12-16
3868,2960855,LPL,0000LPL001,14888,Sarah,Jones,sarah.jones@858-450-9606,515-225-7580,"CPWA,CFP",Retirement Planning,24,100000000,N,Y,2011-02-11
3869,9832094,CETA,0000CET001,82970,Sarah,Lewis,sarah.lewis@800-245-0467,427-985-5553,CFA,Alternative Investments,23,20000000,Y,Y,2017-08-22
3877,9228643,CNTS,0000CNT001,50539,Michael,Thompson,michael.thompson@800-237-0081,525-817-9381,CFP,Family Office Services,15,20000000,N,Y,2004-12-28
3967,1204527,CAIS,0000CAI001,32280,Susan,Thomas,susan.thomas@212-300-9350,491-553-6756,"CFP,CIMA",Private Wealth,15,30000000,Y,Y,2006-12-15
3981,8110724,MER,0000MER001,82260,Susan,Harris,susan.harris@212-449-1000,946-624-3286,"CPWA,CFP",Private Equity,12,15000000,Y,Y,2006-05-16
4052,7304414,CNTS,0000CNT001,74930,Charles,Anderson,charles.anderson@800-237-0081,290-206-7708,"CFP,CIMA",Institutional Sales,5,150000000,Y,Y,2017-08-23
4082,7405029,CAIS,0000CAI001,19539,Christopher,Jones,christopher.jones@212-300-9350,496-767-9037,CFP,Ultra High Net Worth,9,15000000,Y,Y,2015-09-24
4111,1041048,SCHW,0000SCH001,30289,Thomas,Davis,thomas.davis@415-667-7000,357-468-5917,,Private Equity,3,300000000,Y,Y,2013-03-16
4159,5650930,CETA,0000CET001,45761,Jennifer,Smith,jennifer.smith@800-245-0467,704-268-6927,"CPWA,CFP",Private Wealth,6,300000000,N,Y,2008-11-22
4178,1294357,NPC,0000NPC001,71474,Jessica,Brown,jessica.brown@602-224-2000,465-366-1958,CPWA,Family Office Services,14,100000000,N,Y,2004-06-06
