transaction_id,posting_date,trade_date,settle_date,trade_month,trade_year,account_id,account_number,account_type,social_code,fund_id,fund_name,fund_type,fund_code,transfer_agent,source_code,tran_type,tran_code,tran_suffix,trade_type,trade_class,share_class,cusip,isin,product_code,gross_amount,net_amount,total_shares,nav_per_share,dealer_comm_amount,under_comm_amount,disc_cat_code,drip_election,tender_window_flag,dist_frequency,tender_pct_limit,firm_id,office_id,rep_id,broker_id,broker_name,platform_code,nscc_or_direct,nscc_control_nbr,tran_description
5000000000006115645,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00208,00097174337,CORPORATE,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,A,00827D101,US00827D101,ADPEC,42822.79,40360.48,4206.4369,10.1803,2141.14,321.17,01,N,N,QUARTERLY,5,0000SII001,67272,7553,SII,SII Investments,SIII,NSCC,18896355087,New account purchase / initial subscription
5000000000006547915,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00176,00095608259,INDIVIDUAL,701,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,I,00827E200,US00827E200,ADPE,23593.58,23593.58,2013.7055,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000ICA001,87518,1920,ICAP,iCapital,ICAP,DIRECT,,Additional purchase into existing account
5000000000007323873,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00335,00096843509,IRA,703,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,A,00827E101,US00827E101,ADPE,29844.28,28128.24,2547.201,11.7165,1492.21,223.83,01,Y,N,QUARTERLY,5,0000RAJ001,72411,2599,RJ,Raymond James,RJFS,NSCC,92753163796,Additional purchase into existing account
5000000000007896034,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00203,00096784825,CORPORATE,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,XFER_IN,006,006,A,N,A,00827B101,US00827B101,ADCRE,27853.56,26251.98,2553.6388,10.9074,1392.68,208.9,01,N,N,QUARTERLY,5,0000RAJ001,41604,2698,RJ,Raymond James,RJFS,NSCC,81240277965,Account transfer in (ACATS/direct)
5000000000008127147,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00212,00096914963,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,I,00827D200,US00827D200,ADPEC,417904.4,417904.4,41050.303,10.1803,0.0,0.0,99,Y,N,QUARTERLY,5,0000VSR001,90589,8126,VSR,VSR Financial,VSRF,NSCC,13668811953,New account purchase / initial subscription
5000000000008447947,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00373,00095780177,INDIVIDUAL,701,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,I,00827C200,US00827C200,ADREF,24228.09,24228.09,1941.9447,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000CET001,13515,5942,CETA,Cetera Advisors,CETA,NSCC,21810042269,Additional purchase into existing account
5000000000009044118,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00086,00095081983,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827B101,US00827B101,ADCRE,40307.51,37989.82,3695.4279,10.9074,2015.38,302.31,01,Y,N,QUARTERLY,5,0000OSA001,50135,7046,OSAIC,Osaic Wealth,OSAI,NSCC,19000334710,Additional purchase into existing account
5000000000009693553,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00281,00091540516,IRA,703,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,W,00827C309,US00827C309,ADREF,6328.72,6328.72,507.2634,12.4762,0.0,0.0,99,N,N,MONTHLY,5,0000MOR001,96533,7868,MS,Morgan Stanley,MSSB,NSCC,64850742621,Additional purchase into existing account
5000000000010441680,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00392,00097879264,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_NEW,001,006,A,N,A,00827C101,US00827C101,ADREF,49810.65,46946.54,3992.4536,12.4762,2490.53,373.58,01,N,N,MONTHLY,5,0000VSR001,13133,4817,VSR,VSR Financial,VSRF,NSCC,44806107458,New account purchase / initial subscription
5000000000010782177,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00080,00097076506,INDIVIDUAL,701,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_NEW,001,006,A,N,I,00827E200,US00827E200,ADPE,260191.41,260191.41,22207.2641,11.7165,0.0,0.0,99,N,N,QUARTERLY,5,0000FID001,93307,8532,FIDO,Fidelity,FMCO,NSCC,50329082372,New account purchase / initial subscription
5000000000011346864,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00127,00096018975,JOINT,702,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,74021.73,74021.73,6786.3771,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000CAI001,93746,7951,CAIS,CAIS,CAIS,DIRECT,,Additional purchase into existing account
5000000000011483726,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00321,00092290526,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827D200,US00827D200,ADPEC,13514.76,13514.76,1327.5404,10.1803,0.0,0.0,99,Y,N,QUARTERLY,5,0000MOR001,57333,5123,MS,Morgan Stanley,MSSB,NSCC,10732755730,Additional purchase into existing account
5000000000012083010,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00340,00094136665,PENSION,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,EXCH_IN,004,006,A,N,I,00827B200,US00827B200,ADCRE,36327.28,36327.28,3330.5169,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000RAJ001,57945,6340,RJ,Raymond James,RJFS,NSCC,56880737920,Exchange in from another share class / fund
5000000000012649463,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00240,00097082139,ROTH_IRA,704,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,97523.17,97523.17,8941.0098,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000LPL001,82512,5728,LPL,LPL Financial LLC,LPLF,NSCC,84184455098,Additional purchase into existing account
5000000000012935099,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00070,00097783308,ROTH_IRA,704,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,96984.68,96984.68,8891.6405,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000SCH001,31632,8657,SCHW,Schwab,SCHW,NSCC,86010711474,Additional purchase into existing account
5000000000013696800,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00303,00092615878,PENSION,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,A,00827E101,US00827E101,ADPE,60160.84,56701.59,5134.7109,11.7165,3008.04,451.21,01,Y,N,QUARTERLY,5,0000CAI001,78732,3439,CAIS,CAIS,CAIS,DIRECT,,Additional purchase into existing account
5000000000014345687,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00384,00092293020,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827D200,US00827D200,ADPEC,63949.26,63949.26,6281.6675,10.1803,0.0,0.0,99,N,N,QUARTERLY,5,0000OSA001,75031,8457,OSAIC,Osaic Wealth,OSAI,NSCC,68256869775,Additional purchase into existing account
5000000000015011570,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00328,00096080688,PENSION,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,W,00827E309,US00827E309,ADPE,64313.3,64313.3,5489.1222,11.7165,0.0,0.0,99,N,N,QUARTERLY,5,0000MER001,41722,5139,MER,Merrill Lynch,MLCO,NSCC,75915585935,Additional purchase into existing account
5000000000015574894,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00117,00093551903,CORPORATE,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,I,00827E200,US00827E200,ADPE,80666.07,80666.07,6884.8265,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000ICA001,74923,1606,ICAP,iCapital,ICAP,DIRECT,,Additional purchase into existing account
5000000000015993213,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00158,00094762204,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,37212.55,35072.83,2982.683,12.4762,1860.63,279.09,01,N,N,MONTHLY,5,0000MER001,24184,6736,MER,Merrill Lynch,MLCO,NSCC,28295731940,Additional purchase into existing account
5000000000016453802,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00006,00095918715,ROTH_IRA,704,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,1009.14,1009.14,92.5188,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000VSR001,92397,6925,VSR,VSR Financial,VSRF,NSCC,30821771645,Additional purchase into existing account
5000000000017345972,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00147,00093923366,IRA,703,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,I,00827C200,US00827C200,ADREF,47450.6,47450.6,3803.2895,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000LPL001,44782,1858,LPL,LPL Financial LLC,LPLF,NSCC,78384848954,Additional purchase into existing account
5000000000018282698,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00245,00099551583,PENSION,798,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,XFER_OUT,007,006,A,R,I,00827D200,US00827D200,ADPEC,15330.72,15330.72,1505.9203,10.1803,0.0,0.0,99,N,N,QUARTERLY,5,0000VSR001,79774,9025,VSR,VSR Financial,VSRF,NSCC,69123958024,Account transfer out (ACATS/direct)
5000000000018957540,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00150,00092811298,INDIVIDUAL,701,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,I,00827E200,US00827E200,ADPE,60103.37,60103.37,5129.8058,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000LPL001,74260,8267,LPL,LPL Financial LLC,LPLF,NSCC,13422089886,Additional purchase into existing account
5000000000019515879,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00192,00095194357,PENSION,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,XFER_OUT,007,006,A,R,I,00827C200,US00827C200,ADREF,9834.26,9834.26,788.2416,12.4762,0.0,0.0,99,Y,N,MONTHLY,5,0000MOR001,16839,8873,MS,Morgan Stanley,MSSB,NSCC,86803301253,Account transfer out (ACATS/direct)
5000000000020484547,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00203,00096784825,CORPORATE,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,EXCH_IN,004,006,A,N,A,00827B101,US00827B101,ADCRE,25739.72,24259.68,2359.8401,10.9074,1286.99,193.05,01,N,N,QUARTERLY,5,0000RAJ001,41604,2698,RJ,Raymond James,RJFS,NSCC,64314116901,Exchange in from another share class / fund
5000000000021240245,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00194,00094725179,PENSION,798,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,XFER_IN,006,006,A,N,A,00827E101,US00827E101,ADPE,22838.65,21525.43,1949.2724,11.7165,1141.93,171.29,01,Y,N,QUARTERLY,5,0000MOR001,69130,6727,MS,Morgan Stanley,MSSB,NSCC,66174778060,Account transfer in (ACATS/direct)
5000000000022020201,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00123,00095921894,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827B101,US00827B101,ADCRE,52144.4,49146.1,4780.6443,10.9074,2607.22,391.08,01,Y,N,QUARTERLY,5,0000RAJ001,56984,7141,RJ,Raymond James,RJFS,NSCC,49822357448,Additional purchase into existing account
5000000000022317333,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00381,00091923227,ROTH_IRA,704,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,53662.48,53662.48,4919.8232,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000CNT001,50539,3877,CNTS,Centaurus Financial,CNTS,NSCC,66989156644,Additional purchase into existing account
5000000000022533050,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00437,00092437930,INDIVIDUAL,701,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,W,00827C309,US00827C309,ADREF,7777.93,7777.93,623.4214,12.4762,0.0,0.0,99,N,N,MONTHLY,5,0000NPC001,97574,6632,NPC,National Planning Corp,NATL,NSCC,49241501438,Additional purchase into existing account
5000000000023367548,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00327,00094517316,PENSION,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,W,00827B309,US00827B309,ADCRE,46078.96,46078.96,4224.5595,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000CET001,67469,5773,CETA,Cetera Advisors,CETA,NSCC,46304358838,Additional purchase into existing account
5000000000023627088,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00319,00095072543,ROTH_IRA,704,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,W,00827B309,US00827B309,ADCRE,49707.61,49707.61,4557.2373,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000SCH001,84967,9537,SCHW,Schwab,SCHW,NSCC,11377154307,Additional purchase into existing account
5000000000023834329,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00026,00098106470,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,W,00827B309,US00827B309,ADCRE,97001.91,97001.91,8893.2202,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000UBS001,63883,8651,UBS,UBS Financial,UBSW,NSCC,31569887915,Additional purchase into existing account
5000000000024696756,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00145,00094909069,PENSION,798,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,I,00827C200,US00827C200,ADREF,27650.32,27650.32,2216.2453,12.4762,0.0,0.0,99,N,N,MONTHLY,5,0000SII001,53064,3417,SII,SII Investments,SIII,NSCC,73201285325,Additional purchase into existing account
5000000000025314311,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00005,00097022674,IRA,703,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,EXCH_IN,004,006,A,N,A,00827B101,US00827B101,ADCRE,24048.24,22665.47,2204.7637,10.9074,1202.41,180.36,01,Y,N,QUARTERLY,5,0000OSA001,55082,5333,OSAIC,Osaic Wealth,OSAI,NSCC,10647181551,Exchange in from another share class / fund
5000000000025803749,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00112,00095089126,IRA,703,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,EXCH_IN,004,006,A,N,I,00827E200,US00827E200,ADPE,34849.37,34849.37,2974.384,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000VSR001,69871,3369,VSR,VSR Financial,VSRF,NSCC,77858174089,Exchange in from another share class / fund
5000000000025987869,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00238,00099302946,TRUST,705,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,A,00827D101,US00827D101,ADPEC,69996.55,65971.75,6875.6864,10.1803,3499.83,524.97,01,Y,N,QUARTERLY,5,0000UBS001,88317,8710,UBS,UBS Financial,UBSW,NSCC,53085982850,Additional purchase into existing account
5000000000026367318,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00432,00099236745,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,75306.39,75306.39,6904.1559,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000UBS001,30131,1893,UBS,UBS Financial,UBSW,NSCC,14922409750,Additional purchase into existing account
5000000000026657743,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00398,00092828260,INDIVIDUAL,701,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_NEW,001,006,A,N,A,00827C101,US00827C101,ADREF,21140.03,19924.48,1694.4286,12.4762,1057.0,158.55,01,Y,N,MONTHLY,5,0000UBS001,30369,2731,UBS,UBS Financial,UBSW,NSCC,76757501113,New account purchase / initial subscription
5000000000027563202,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00099,00094318855,JOINT,702,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,W,00827D309,US00827D309,ADPEC,89674.2,89674.2,8808.6009,10.1803,0.0,0.0,99,N,N,QUARTERLY,5,0000CET001,65723,2880,CETA,Cetera Advisors,CETA,NSCC,22939085014,Additional purchase into existing account
5000000000028436651,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00366,00092307594,CORPORATE,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,EXCH_IN,004,006,A,N,A,00827B101,US00827B101,ADCRE,25647.27,24172.56,2351.3642,10.9074,1282.36,192.35,01,N,N,QUARTERLY,5,0000MER001,27393,4705,MER,Merrill Lynch,MLCO,NSCC,41967273835,Exchange in from another share class / fund
5000000000029307692,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00018,00093710343,TRUST,705,AMCRAI,AMC Real Assets Income Fund,NT_REIT,4411,DST,DIR,PURCH_ADD,002,006,A,N,A,00827C101,US00827C101,ADREF,20718.81,19527.48,1660.6667,12.4762,1035.94,155.39,01,Y,N,MONTHLY,5,0000CAI001,80697,9689,CAIS,CAIS,CAIS,DIRECT,,Additional purchase into existing account
5000000000029815716,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00395,00098691649,JOINT,702,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,W,00827E309,US00827E309,ADPE,10302.07,10302.07,879.2788,11.7165,0.0,0.0,99,N,N,QUARTERLY,5,0000CNT001,21128,2565,CNTS,Centaurus Financial,CNTS,NSCC,75319783068,Additional purchase into existing account
5000000000030082032,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00349,00099309978,JOINT,702,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,DRIP,071,023,A,A,A,00827D101,US00827D101,ADPEC,4808.01,4759.93,472.2857,10.1803,48.08,0.0,01,Y,N,QUARTERLY,5,0000RAJ001,82053,9369,RJ,Raymond James,RJFS,NSCC,56970686835,Distribution reinvestment
5000000000030310106,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00323,00096528792,ROTH_IRA,704,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827D200,US00827D200,ADPEC,73095.47,73095.47,7180.09,10.1803,0.0,0.0,99,Y,N,QUARTERLY,5,0000LPL001,67700,6484,LPL,LPL Financial LLC,LPLF,NSCC,81079904638,Additional purchase into existing account
5000000000030788040,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00130,00095801541,CORPORATE,798,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,48641.73,48641.73,4459.5165,10.9074,0.0,0.0,99,Y,N,QUARTERLY,5,0000SII001,40162,6772,SII,SII Investments,SIII,NSCC,37053196219,Additional purchase into existing account
5000000000031587120,2024-01-02,2024-01-02,2024-01-05,1,2024,ACCT00455,00095339593,IRA,703,AMCPCI,AMC Private Credit Interval Fund,INTERVAL,4475,DST,DIR,PURCH_NEW,001,006,A,N,A,00827D101,US00827D101,ADPEC,4974.16,4688.14,488.6064,10.1803,248.71,37.31,01,Y,N,QUARTERLY,5,0000CAI001,21847,5670,CAIS,CAIS,CAIS,DIRECT,,New account purchase / initial subscription
5000000000032142371,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00112,00095089126,IRA,703,AMCMSA,AMC Multi-Strategy Alts Fund,TENDER_OFFER,4408,DST,DIR,PURCH_ADD,002,006,A,N,I,00827E200,US00827E200,ADPE,97354.13,97354.13,8309.1478,11.7165,0.0,0.0,99,Y,N,QUARTERLY,5,0000VSR001,69871,3369,VSR,VSR Financial,VSRF,NSCC,96912811478,Additional purchase into existing account
5000000000032855470,2024-01-02,2024-01-02,2024-01-03,1,2024,ACCT00167,00093947669,INDIVIDUAL,701,AMCECF,AMC Evergreen Credit Fund,INTERVAL,4475,DST,DIR,PURCH_ADD,002,006,A,N,I,00827B200,US00827B200,ADCRE,2491.7,2491.7,228.4412,10.9074,0.0,0.0,99,N,N,QUARTERLY,5,0000FID001,26932,7229,FIDO,Fidelity,FMCO,NSCC,47771619161,Additional purchase into existing account
