src_team_id,source,team_name,firm_name,crd_number,lead_first_name,lead_last_name,lead_email,lead_phone,address,city,state,zip,aum_millions
SRA0000063,Broadridge,Roberts Wealth Part,Mesirow Financial,7960607,Tommy,Roberts,troberts@mesi.com,(870) 301-9017,"6687 Lake St, Salt Lake City, UT, 84101",Salt Lake City,UT,84101,228.9
SRA0000064,Broadridge,Perry WA,LPL Financial,3112652,Dave,Perry,dperry@lpl.com,(778) 410-2124,"9081 Washington Dr, Los Angeles, CA, 90025",Los Angeles,CA,90025,283.4
SRA0000065,Broadridge,Jackson Wealth Mgmt Grp,HighTower,3180906,K.,Jackson,k..jackson@high.net,(753) 456-3858,,Boston,MA,02134,94.2
SRA0000066,Broadridge,Adams Fin Adv Group,Merrill Lynch,2906718,Sarah,Adams,sarah.adams@merrlync.net,963.265.8802,"7345 Sunset Ct, Ste 1951, Los Angeles, CA, 90025",Los Angeles,CA,90025,561.0
SRA0000067,Broadridge,Wood Priv Client Group,Morgan Stanley,1522621,Marc,Wood,woodm@morgstan.com,2626907580,"6985 Maple Pl, Baltimore, MD, 21201",Baltimore,MD,21201,599.3
SRA0000068,Broadridge,Hernandez Fianncial Group,Baird,6455706,Bill,Hernandez,whernandez@bair.com,590.811.9692,"4832 Lincoln Ct, Chicago, IL, 60601",Chicago,IL,60601,800.4
SRA0000069,Broadridge,Flores Wealth Sol Group,Wells Fargo Advisors,,M.,Flores,m..flores@wellfargad.net,4336236553,"7431 Madison Way, Portland, OR, 97201",Portland,OR,97201,845.6
SRA0000070,Broadridge,Green WP,Ameriprise Financial,2564141,J.,Green,j..green@amer.net,+16422987105,"2132 Commerce St, Ste 2400, Kansas City, MO, 64101",Kansas City,MO,64101,1893.6
SRA0000071,Broadridge,Powel Cap Group,Wells Fargo Advisors,1863121,K.,Powell,kpowell@wellfargad.com,4948146119,"5762 Maple Ct, Ste 2789, Portland, OR, 97201",Portland,OR,97201-8550,585.0
SRA0000072,Broadridge,Baker Wealth Mgmt Grp,Janney Montgomery Scott,7724045,Cynthia,Baker,cynthia.baker@jannmontsc.net,,"1504 Market Dr, Ste 1958, Boston, MA, 02134",Boston,MA,02134,47.6
SRA0000073,Broadridge,Mitchell PC Group,Stifel Financial,3610197,Chris,Mitchell,mitchellc@stif.com,+13619721815,"1337 Lake Pl, Memphis, TN, 38101",Memphis,TN,38101,31.5
SRA0000074,Broadridge,Stewart Invest Grp,Oppenheimer & Co,2909540,Karen,Stewart,karen.stewart@oppe.net,+15536402816,"4641 Financial Pl, Ste 1363, Columbus, OH, 43201",Columbus,OH,43201,61.7
SRA0000075,Broadridge,Phillips Wealth Management Group,HighTower,3302417,M.,Phillips,mphillips@high.com,(982) 461-5742,"5376 Maple St, Ste 1863, Seattle, WA, 98101",Seattle,WA,98101,198.7
SRA0000076,Broadridge,Carter Private Client Group,Steward Partners,6941939,Tom,Carter,tcarter@stewpart.com,273.606.1693,"7148 Main Pl, Columbus, OH, 43201",Columbus,OH,43201,
SRA0000077,Broadridge,Collins Cap Group,Dynasty Financial Partners,6448705,J.,Collins,jcollins@dynapart.com,(375) 832-8538,"5929 Pine Way, Minneapolis, MN, 55401",Minneapolis,MN,55401-7954,288.2
SRA0000078,Broadridge,Sanders Adv Grp,Piper Sandler,,Jay,Sander,sanderj@pipesand.com,(963) 547-4630,"5457 Elm Ave, Ste 567, Detroit, MI, 48201",Detroit,MI,48201,274.8
SRA0000079,Broadridge,Harris WP,Janney Montgomery Scott,3910830,Jen,Harris,harrisj@jannmontsc.com,816-356-2234,"2903 Liberty Pl, Ste 2409, Phoenix, AZ, 85001",Phoenix,AZ,85001,482.2
SRA0000080,Broadridge,Patterson Wealth Advisors,Dynasty Financial Partners,6303930,J.,Patterson,pattersonj@dynapart.com,,"7683 Lincoln Ln, Cincinnati, OH, 45201",Cincinnati,OH,45201,459.1
SRA0000081,Broadridge,Rivera Wealth Mgmt Team,Hightower Advisors,5816353,Mick,Rivera,mrivera@highadvi.com,,"9734 Market Way, Ste 2370, Baltimore, MD, 21201",Baltimore,MD,21201,158.2
SRA0000082,Broadridge,Brooks Wealth Partners,LPL Financial,3531028,Jeff,Brooks,jbrooks@lpl.com,263-661-2695,,Columbus,OH,43201,296.7
SRA0000083,Broadridge,Washington Family Wealth Group,Mesirow Financial,,Donnie,Washington,dwashington@mesi.com,+15468951857,"5483 Pine Rd, Ste 2878, Tampa, FL, 33601",Tampa,FL,33601,133.0
SRA0000084,Broadridge,Allen Wealth Solutions Group,HighTower,2367376,Andy,Alllen,andy.alllen@high.net,796.879.3317,"5732 Hill Way, Ste 3003, Cleveland, OH, 44101",Cleveland,OH,44101,484.9
SRA0000085,Broadridge,Bell PW Group,LPL Financial,2294615,Kev,Bell,kbell@lpl.com,502.303.9317,"8844 Market St, Boston, MA, 02134",Boston,MA,02134,34.5
SRA0000086,Broadridge,Price Financial Advisory Group,Piper Sandler,3777286,Tom,Price,tom.price@pipesand.net,938-648-1715,,Atlanta,GA,30301,713.2
SRA0000087,Broadridge,Alexander Priv Wealth Group,Mesirow Financial,8868776,Drew,Alexander,alexanderd@mesi.com,398.576.8218,"7565 Hill Way, Ste 1814, Nashville, TN, 37201",Nashville,TN,37201,40.8
SRA0000088,Broadridge,Sanchez Fin Advisory Group,HighTower,2721170,Mel,Sanchez,,9287283042,"4671 Pine Blvd, Ste 3808, Los Angeles, CA, 90025",Los Angeles,CA,90025,52.7
SRA0000089,Broadridge,Edwards Priv Wealth Group,UBS Financial Services,1447451,Chuck,Edwards,edwardsc@ubs.com,624-254-7495,"8225 Sunset Dr, Ste 434, Pittsburgh, PA, 15201",Pittsburgh,PA,15201,35.3
SRA0000090,Broadridge,Brown Wealth Management Team,Baird,,Marc,Brown,mbrown@bair.com,912-342-8685,"7350 Capital St, Boston, MA, 02134",Boston,MA,02134,486.6
SRA0000091,Broadridge,Ramirez Adv Grp,Raymond James,,Stevie,Ramirez,,443-508-2996,"783 Park Way, Dallas, TX, 75201",Dallas,TX,75201,521.2
SRA0000092,Broadridge,Powell Advisory Group,UBS Financial Services,9825812,Maggie,Powell,mpowell@ubs.com,757-719-9316,"9080 Main Way, Chicago, IL, 60601",Chicago,IL,60601,177.3
SRA0000093,Broadridge,Roberts Invest Grp,Janney Montgomery Scott,2739191,Nancy,Roberts,robertsn@jannmontsc.com,7959526447,"2186 Oak Rd, Ste 3432, Pittsburgh, PA, 15201",Pittsburgh,PA,15201,
SRA0000094,Broadridge,Patterson PC Group,Mesirow Financial,4058117,Deborah,Patterson,deborah.patterson@mesi.net,3382648498,"606 Hill Dr, Ste 917, Cincinnati, OH, 45201",Cincinnati,OH,45201,89.6
SRA0000095,Broadridge,Flores Cap Grp,Hightower Advisors,5800144,Kenny,Flores,kflores@highadvi.com,5659991783,"5439 Lake Ave, Philadelphia, PA, 19101",Philadelphia,PA,19101,1268.4
SRA0000096,Broadridge,Evans Cap Grp,Mesirow Financial,9324908,Sharon,Evans,evanss@mesi.com,+19087097018,"8508 Lake Ave, Atlanta, GA, 30301",Atlanta,GA,30301,370.6
SRA0000097,Broadridge,Edwards Wealth Advs,Ameriprise Financial,7815076,Lisa,Edwards,ledwards@amer.com,+15727253621,"511 Cedar Pl, Ste 375, Chicago, IL, 60601",Chicago,IL,60601-7729,499.8
SRA0000098,Broadridge,Coleman Wealth Part,Janney Montgomery Scott,8548448,Carol,Coleman,ccoleman@jannmontsc.com,,"1260 Financial Blvd, Ste 1730, Memphis, TN, 38101",Memphis,TN,38101,490.2
SRA0000099,Broadridge,Scott Wealth Management Team,RBC Wealth Management,9372568,Betty,Scott,bscott@rbc.com,730-596-2929,"4289 Lake Pl, Ste 2606, Atlanta, GA, 30301",Atlanta,GA,3030,290.5
SRA0000100,Broadridge,Bell WM Team,LPL Financial,8467726,Ashley,Bell,ashley.bell@lpl.net,2898986236,"5693 Pine Ct, Ste 3750, Chicago, IL, 60601",Chicago,IL,60601,
SRA0000101,Broadridge,Lee Asset Management Group,Edward Jones,4762150,Steph,Lee,slee@edwajone.com,3244053275,,Columbus,OH,43201,490.3
SRA0000102,Broadridge,Morgan Wealth Part,Hightower Advisors,4052834,J.,Morgan,morganj@highadvi.com,+19863328088,"8239 Oak Ave, Ste 1345, Hartford, CT, 06101",Hartford,CT,06101,14915.8
SRA0000103,Broadridge,Adams WP,RBC Wealth Management,5604524,Chris,Adams,cadams@rbc.com,328.840.5961,"8741 Pine Ct, Chicago, IL, 60614",Chicago,IL,60614,229.8
SRA0000104,Broadridge,Kelly Fin Adv Group,Raymond James,1691125,Amy,Kelly,amy.kelly@raymjame.net,,,Memphis,TN,38101,1282.1
SRA0000105,Broadridge,Henderson Family Wealth Group,Merrill Lynch,7813102,Lisa,Henderson,lhenderson@merrlync.com,504.664.2195,"982 Elm Pl, Ste 2002, Nashville, TN, 37201",Nashville,TN,3720,30.1
SRA0000106,Broadridge,Bennett Wealth Part,Raymond James,7689354,K.,Bennett,bennettk@raymjame.com,(333) 978-7070,,Pittsburgh,PA,15201,324.3
SRA0000107,Broadridge,Flores Fin Adv Group,RBC Wealth Management,8015136,P.,Flores,floresp@rbc.com,4543636364,"9465 River Dr, Los Angeles, CA, 90025",Los Angeles,CA,90025,171.0
SRA0000108,Broadridge,Morgan Invest Group,Rockefeller Capital Management,2510773,Jen,Morgan,jmorgan@rockcapi.com,602-717-8491,"3945 Washington Rd, Ste 1252, New York, NY, 10017",New York,NY,1001,727.2
SRA0000109,Broadridge,Jenkins Invest Grp,Rockefeller Capital Management,7136730,Karen,Jenkins,jenkinsk@rockcapi.com,982-612-6995,"742 Madison St, Ste 897, Houston, TX, 77001",Houston,TX,77001,26.5
SRA0000110,Broadridge,Torres Capital Group,UBS Financial Services,5692934,Susie,Torres,storres@ubs.com,8388962946,"2109 Maple Way, Ste 1488, Hartford, CT, 06101",Hartford,CT,06101-9499,696.4
SRA0000111,Broadridge,Campbell Priv Wealth Group,Raymond James,6587495,Amy,Campbell,campbella@raymjame.com,,"2441 Capital Ct, Ste 3914, Columbus, OH, 43201",Columbus,OH,43201-8133,327.3
SRA0000112,Broadridge,Lee Fin Group,Piper Sandler,6643410,Kenny,Lee,kenny.lee@pipesand.net,719-721-9721,"8026 Financial Ln, Ste 168, Salt Lake City, UT, 84101",Salt Lake City,UT,84101,247.4
SRA0000113,Broadridge,Long Cap Grp,Wells Fargo Advisors,4817541,Kev,Long,kev.long@wellfargad.net,,"2794 Market Way, Ste 2888, Cincinnati, OH, 45201",Cincinnati,OH,45201,896.4
SRA0000114,Broadridge,Brooks Priv Wealth Group,Wells Fargo Advisors,6262886,Bob,Brooks,bbrooks@wellfargad.com,628.355.7765,"3341 Jefferson Ct, Las Vegas, NV, 89101",Las Vegas,NV,89101,322.2
SRA0000115,Broadridge,Gonzales PC Group,Morgan Stanley,9025733,Becky,Gonzales,gonzalesb@morgstan.com,738-585-6140,"2838 Lincoln Ct, Ste 1551, Austin, TX, 78701",Austin,TX,78701,348.0
SRA0000116,Broadridge,Cook Priv Wealth Group,LPL Financial,,Lisa,Cook,lisa.cook@lpl.net,(430) 504-5735,"3397 Broadway Rd, Ste 2395, Hartford, CT, 06101",Hartford,CT,06101,703.4
SRA0000117,Broadridge,Thomas Wealth Advs,Dynasty Financial Partners,3457461,Drew,Thomas,thomasd@dynapart.com,497-243-5712,"1295 Sunset Pl, Detroit, MI, 48201",Detroit,MI,48201,
SRA0000118,Broadridge,Sanchez Investment Group,Steward Partners,2832517,Tony,Sanchez,sanchezt@stewpart.com,+18309584920,"3973 Oak Ct, Ste 1053, Boston, MA, 02101",Boston,MA,02101,24.5
SRA0000119,Broadridge,Turner Private Client Group,Baird,3649811,Rick,Turner,rturner@bair.com,+16168688793,"7823 Liberty Dr, Houston, TX, 77001",Houston,TX,77001,186.5
SRA0000120,Broadridge,Torres Asset Mgmt Grp,Morgan Stanley,4896008,Ken,Torres,ktorres@morgstan.com,7479561611,"2869 Jefferson Blvd, Memphis, TN, 38101",Memphis,TN,38101,140.7
SRA0000121,Broadridge,Phillips Fin Advisory Group,Rockefeller Capital Management,2800206,Deborah,Phillips,phillipsd@rockcapi.com,543-491-8444,"8902 Market Pl, Los Angeles, CA, 90001",Los Angeles,CA,90001,1196.3
SRA0000122,Broadridge,Bailey Invest Group,Mesirow Financial,,S.,Bailey,baileys@mesi.com,366.948.8518,"4216 Elm St, Dallas, TX, 75201",Dallas,TX,75201,287.8
SRA0000123,Broadridge,Long Fin Advisory Group,LPL Financial,,J.,Long,,(389) 343-8822,"5302 Park St, Ste 1064, Portland, OR, 97201",Portland,OR,97201,138.6
SRA0000124,Broadridge,Wright Invest Grp,Baird,7032283,Donna,Wright,dwright@bair.com,909.441.2017,"1937 Lincoln Ln, Ste 2910, Philadelphia, PA, 19101",Philadelphia,PA,19101,231.7
SRA0000125,Broadridge,Washington Private Client Group,Stifel Financial,4705235,Kate,Washington,kwashington@stif.com,424.336.8834,"2510 Lincoln Rd, Ste 2349, Cincinnati, OH, 45201",Cincinnati,OH,4520,555.9
SRA0000126,Broadridge,Howard Asset Mgmt Group,LPL Financial,2373555,Donna,Howard,donna.howard@lpl.net,738.657.9653,"5928 Pine Ave, Ste 2343, Louisville, KY, 40201",Louisville,KY,40201-4870,140.1
SRA0000127,Broadridge,Cooper Family Wealth Grp,Oppenheimer & Co,8757420,Tommy,Coopper,tcooper@oppe.com,+18885151356,"6488 Lake St, Hartford, CT, 06101",Hartford,CT,06101,93.8
SRA0000128,Broadridge,Carter Wealth Sol Group,Mesirow Financial,,G.,Carter,carterg@mesi.com,899.877.9835,"2179 Liberty Rd, Ste 2300, Orlando, FL, 32801",Orlando,FL,32801,224.5
SRA0000129,Broadridge,Taylor Wealth Solutions Grp,RBC Wealth Management,8115687,Linda,Taylor,ltaylor@rbc.com,7445884762,"4056 Lincoln Rd, Ste 872, New York, NY, 10017",New York,NY,10017-5460,979.1
SRA0000130,Broadridge,Perry Fin Grp,Oppenheimer & Co,4457475,Rob,Perry,rperry@oppe.com,268-303-1550,"7315 Capital St, Ste 281, Phoenix, AZ, 85001",Phoenix,AZ,85001,215.0
SRA0000131,Broadridge,Turner Invest Grp,Stifel Financial,3938247,M.,Turner,mturner@stif.com,841.895.7999,"9108 Broadway St, Hartford, CT, 06101",Hartford,CT,06101,232.1
SRA0000132,Broadridge,Cox Private Client Group,Baird,8944327,M.,Cox,mcox@bair.com,446.430.5927,"2366 Lincoln St, Ste 1806, San Diego, CA, 92101",San Diego,CA,92101,495.7
SRA0000133,Broadridge,Moore PW Group,Piper Sandler,6540893,Linda,Moore,lmoore@pipesand.com,+18622808369,"6080 Pine Ct, Seattle, WA, 98101",Seattle,WA,98101,645.9
