src_member_id,src_team_id,source,first_name,last_name,email,phone,title,is_lead,firm_name,city,state
SRA_M0000029,SRA0000011,Broadridge,S.,Jenkins,sjenkins@wellfargad.com,394-749-8350,Vice President,True,Wells Fargo Advisors,Cleveland,OH
SRA_M0000030,SRA0000011,Broadridge,Lisa,White,whitel@wellfargad.com,(449) 345-9616,Senior Wealth Advisor,False,Wells Fargo Advisors,Cleveland,OH
SRA_M0000031,SRA0000012,Broadridge,J.,Peterson,j..peterson@wellfargad.net,,Senior Vice President,True,Wells Fargo Advisors,Chicago,IL
SRA_M0000032,SRA0000012,Broadridge,Donnie,Cook,dcook@wellfargad.com,454-606-3398,Senior Financial Advisor,False,Wells Fargo Advisors,Chicago,IL
SRA_M0000033,SRA0000012,Broadridge,Johnny,Hughes,jhughes@wellfargad.com,+15389778285,Wealth Advisor,False,Wells Fargo Advisors,Chicago,IL
SRA_M0000034,SRA0000013,Broadridge,Eddie,Smith,smithe@pipesand.com,(358) 394-5861,Senior Vice President,True,Piper Sandler,Minneapolis,MN
SRA_M0000035,SRA0000013,Broadridge,Kate,Hughes,kate.hughes@pipesand.net,251-919-8570,Managing Director,False,Piper Sandler,Minneapolis,MN
SRA_M0000036,SRA0000013,Broadridge,Sarah,Baker,sbaker@pipesand.com,400-725-2953,Senior Associate,False,Piper Sandler,Minneapolis,MN
SRA_M0000037,SRA0000014,Broadridge,Mike,Kelly,mike.kelly@rockcapi.net,282.390.2122,Vice President,True,Rockefeller Capital Management,Los Angeles,CA
SRA_M0000038,SRA0000014,Broadridge,Amy,Washington,washingtona@rockcapi.com,+18663039537,Wealth Advisor,False,Rockefeller Capital Management,Los Angeles,CA
SRA_M0000039,SRA0000014,Broadridge,Charlie,Mitchell,charlie.mitchell@rockcapi.net,427-815-6867,Wealth Advisor,False,Rockefeller Capital Management,Los Angeles,CA
SRA_M0000040,SRA0000014,Broadridge,Ant,Kelly,ant.kelly@rockcapi.net,4708959804,Portfolio Manager,False,Rockefeller Capital Management,Los Angeles,CA
SRA_M0000041,SRA0000015,Broadridge,Donnie,Kelly,dkelly@high.com,4674096147,Executive Director,True,HighTower,San Diego,CA
SRA_M0000042,SRA0000015,Broadridge,Danny,Moore,moored@high.com,4604085785,Director,False,HighTower,San Diego,CA
SRA_M0000043,SRA0000015,Broadridge,Mick,Sanders,sandersm@high.com,405-460-3335,Wealth Advisor,False,HighTower,San Diego,CA
SRA_M0000044,SRA0000015,Broadridge,Donna,Kelly,dkelly@high.com,(360) 619-4631,Financial Advisor,False,HighTower,San Diego,CA
SRA_M0000045,SRA0000016,Broadridge,Ry,Green,ry.green@ubs.net,,Executive Director,True,UBS Financial Services,Milwaukee,WI
SRA_M0000046,SRA0000016,Broadridge,J.,Gray,jgray@ubs.com,415.206.5114,Vice President,False,UBS Financial Services,Milwaukee,WI
SRA_M0000047,SRA0000017,Broadridge,Sharon,Young,syoung@jannmontsc.com,208.883.5905,Managing Director,True,Janney Montgomery Scott,Las Vegas,NV
SRA_M0000048,SRA0000017,Broadridge,S.,Mitchell,smitchell@jannmontsc.com,+15155459680,Director,False,Janney Montgomery Scott,Las Vegas,NV
SRA_M0000049,SRA0000017,Broadridge,Eddie,Johnson,,2718094693,Executive Director,False,Janney Montgomery Scott,Las Vegas,NV
SRA_M0000050,SRA0000017,Broadridge,R.,Bell,rbell@jannmontsc.com,3737647381,Portfolio Manager,False,Janney Montgomery Scott,Las Vegas,NV
SRA_M0000051,SRA0000017,Broadridge,Kenny,Coleman,kcoleman@jannmontsc.com,+19736447621,Assistant Vice President,False,Janney Montgomery Scott,Las Vegas,NV
SRA_M0000052,SRA0000017,Broadridge,Barb,Brown,bbrown@jannmontsc.com,703-399-6072,Senior Wealth Advisor,False,Janney Montgomery Scott,Las Vegas,NV
SRA_M0000053,SRA0000018,Broadridge,Charlie,Wright,cwright@stif.com,+19038495325,Vice President,True,Stifel Financial,Cleveland,OH
SRA_M0000054,SRA0000018,Broadridge,Deborah,Thomas,dthomas@stif.com,223-675-2712,Portfolio Manager,False,Stifel Financial,Cleveland,OH
SRA_M0000055,SRA0000019,Broadridge,Dave,Henderson,dhenderson@oppe.com,3659598239,Managing Director,True,Oppenheimer & Co,Los Angeles,CA
SRA_M0000056,SRA0000019,Broadridge,Timmy,Rivera,,(531) 238-3817,Wealth Advisor,False,Oppenheimer & Co,Los Angeles,CA
SRA_M0000057,SRA0000019,Broadridge,Josh,Reed,jreed@oppe.com,337.336.4304,Vice President,False,Oppenheimer & Co,Los Angeles,CA
SRA_M0000058,SRA0000020,Broadridge,Babs,Jones,jonesb@jannmontsc.com,+12425156974,Executive Director,True,Janney Montgomery Scott,Portland,OR
SRA_M0000059,SRA0000020,Broadridge,Sharon,Turner,turners@jannmontsc.com,897.500.3527,Senior Vice President,False,Janney Montgomery Scott,Portland,OR
SRA_M0000060,SRA0000021,Broadridge,Jimmy,Flores,floresj@oppe.com,(604) 566-8985,Director,False,Oppenheimer & Co,Phoenix,AZ
SRA_M0000061,SRA0000022,Broadridge,Eddie,Jones,ejones@rockcapi.com,5124334652,Vice President,True,Rockefeller Capital Management,Baltimore,MD
SRA_M0000062,SRA0000022,Broadridge,Angela,Phillips,aphillips@rockcapi.com,+19746666718,Senior Portfolio Manager,False,Rockefeller Capital Management,Baltimore,MD
SRA_M0000063,SRA0000023,Broadridge,Ashley,Clark,aclark@jannmontsc.com,+15064335854,Assistant Vice President,False,Janney Montgomery Scott,Richmond,VA
SRA_M0000064,SRA0000023,Broadridge,P.,Morgan,pmorgan@jannmontsc.com,652.958.7228,Assistant Vice President,False,Janney Montgomery Scott,Richmond,VA
SRA_M0000065,SRA0000023,Broadridge,C.,Robinson,c..robinson@jannmontsc.net,606-923-7304,Wealth Advisor,False,Janney Montgomery Scott,Richmond,VA
SRA_M0000066,SRA0000024,Broadridge,Jay,Bennett,jbennett@highadvi.com,,Senior Vice President,True,Hightower Advisors,Memphis,TN
SRA_M0000067,SRA0000024,Broadridge,Jeff,Petersoon,jpeterson@highadvi.com,637.322.3978,Senior Vice President,False,Hightower Advisors,Memphis,TN
SRA_M0000068,SRA0000024,Broadridge,Deborah,King,dking@highadvi.com,+15618379087,Portfolio Manager,False,Hightower Advisors,Memphis,TN
SRA_M0000069,SRA0000025,Broadridge,G.,Edwrads,gedwards@ubs.com,7195167691,Vice President,True,UBS Financial Services,Milwaukee,WI
SRA_M0000070,SRA0000025,Broadridge,Mary,Simmons,simmonsm@ubs.com,(857) 458-1934,Financial Advisor,False,UBS Financial Services,Milwaukee,WI
SRA_M0000071,SRA0000025,Broadridge,Lisa,Hall,halll@ubs.com,231.605.3730,Senior Wealth Advisor,False,UBS Financial Services,Milwaukee,WI
SRA_M0000072,SRA0000025,Broadridge,Deborah,Hernandez,hernandezd@ubs.com,9678183036,Vice President,False,UBS Financial Services,Milwaukee,WI
SRA_M0000073,SRA0000025,Broadridge,B.,Perry,bperry@ubs.com,582-639-6625,Associate,False,UBS Financial Services,Milwaukee,WI
SRA_M0000074,SRA0000026,Broadridge,Maggie,Carter,maggie.carter@edwajone.net,,Senior Vice President,True,Edward Jones,Detroit,MI
SRA_M0000075,SRA0000026,Broadridge,Lisa,Jackson,ljackson@edwajone.com,(666) 884-3039,Executive Director,False,Edward Jones,Detroit,MI
SRA_M0000076,SRA0000026,Broadridge,M.,Evans,evansm@edwajone.com,347-464-9993,Senior Vice President,False,Edward Jones,Detroit,MI
SRA_M0000077,SRA0000027,Broadridge,Mary,Wood,mwood@ubs.com,9359137291,Vice President,True,UBS Financial Services,Cincinnati,OH
SRA_M0000078,SRA0000027,Broadridge,Susie,Roberts,robertss@ubs.com,(877) 360-7312,Senior Financial Advisor,False,UBS Financial Services,Cincinnati,OH
SRA_M0000079,SRA0000028,Broadridge,Laura,Alexander,laura.alexander@wellfargad.net,(675) 251-5082,Managing Director,True,Wells Fargo Advisors,Denver,CO
SRA_M0000080,SRA0000028,Broadridge,Steve,Lopez,slopez@wellfargad.com,(433) 524-1557,Senior Financial Advisor,False,Wells Fargo Advisors,Denver,CO
SRA_M0000081,SRA0000028,Broadridge,Ashley,Bennett,ashley.bennett@wellfargad.net,661.736.6134,Vice President,False,Wells Fargo Advisors,Denver,CO
SRA_M0000082,SRA0000028,Broadridge,Josh,Martnez,josh.martnez@wellfargad.net,(380) 216-2095,Vice President,False,Wells Fargo Advisors,Denver,CO
SRA_M0000083,SRA0000028,Broadridge,Carol,Kelly,carol.kelly@wellfargad.net,,Portfolio Manager,False,Wells Fargo Advisors,Denver,CO
SRA_M0000084,SRA0000028,Broadridge,Marc,Parker,mparker@wellfargad.com,757-526-3865,Executive Director,False,Wells Fargo Advisors,Denver,CO
SRA_M0000085,SRA0000029,Broadridge,Carol,Richardson,carol.richardson@rockcapi.net,(478) 543-6238,Executive Director,True,Rockefeller Capital Management,Charlotte,NC
SRA_M0000086,SRA0000029,Broadridge,Jimmy,Smith,jsmith@rockcapi.com,(731) 313-2228,Senior Associate,False,Rockefeller Capital Management,Charlotte,NC
SRA_M0000087,SRA0000029,Broadridge,Mick,Rivera,mrivera@rockcapi.com,3442933751,Financial Advisor,False,Rockefeller Capital Management,Charlotte,NC
SRA_M0000088,SRA0000030,Broadridge,Meg,Cook,mcook@ubs.com,633-940-7756,Portfolio Manager,False,UBS Financial Services,Cleveland,OH
SRA_M0000089,SRA0000030,Broadridge,Linda,Carter,carterl@ubs.com,(918) 303-9711,Wealth Advisor,False,UBS Financial Services,Cleveland,OH
SRA_M0000090,SRA0000030,Broadridge,Donna,Carter,dcarter@ubs.com,4965614303,Senior Financial Advisor,False,UBS Financial Services,Cleveland,OH
SRA_M0000091,SRA0000030,Broadridge,Linda,Sanchez,lsanchez@ubs.com,6664324343,Vice President,False,UBS Financial Services,Cleveland,OH
SRA_M0000092,SRA0000030,Broadridge,Rob,Stewart,rob.stewart@ubs.net,8445088175,Wealth Advisor,False,UBS Financial Services,Cleveland,OH
SRA_M0000093,SRA0000031,Broadridge,Jon,Roberts,jroberts@bair.com,330-837-9751,Managing Director,True,Baird,San Francisco,CA
SRA_M0000094,SRA0000031,Broadridge,Dan,Moris,dmoris@bair.com,9713431935,Director,False,Baird,San Francisco,CA
SRA_M0000095,SRA0000031,Broadridge,Karen,Patterson,karen.patterson@bair.net,4015393686,Senior Wealth Advisor,False,Baird,San Francisco,CA
SRA_M0000096,SRA0000032,Broadridge,Becca,Morgan,bmorgan@edwajone.com,+19795885558,Managing Director,True,Edward ones,Orlando,FL
SRA_M0000097,SRA0000032,Broadridge,Chuck,Smith,csmith@edwajone.com,+18327438434,Senior Associate,False,Edward ones,Orlando,FL
SRA_M0000098,SRA0000032,Broadridge,Bryan,Baker,,519-964-7557,Portfolio Manager,False,Edward ones,Orlando,FL
SRA_M0000099,SRA0000032,Broadridge,Bryan,Patterson,bpatterson@edwajone.com,7606701709,Senior Associate,False,Edward ones,Orlando,FL
SRA_M0000100,SRA0000033,Broadridge,Mick,Hall,hallm@rbc.com,(453) 404-1333,Vice President,True,RBC Wealth Management,Los Angeles,CA
SRA_M0000101,SRA0000033,Broadridge,Rob,Harris,rob.harris@rbc.net,480-302-2972,Wealth Advisor,False,RBC Wealth Management,Los Angeles,CA
SRA_M0000102,SRA0000033,Broadridge,Jim,Cox,coxj@rbc.com,(404) 254-2692,Senior Wealth Advisor,False,RBC Wealth Management,Los Angeles,CA
SRA_M0000103,SRA0000033,Broadridge,Matt,Baker,matt.baker@rbc.net,9708903261,Senior Associate,False,RBC Wealth Management,Los Angeles,CA
SRA_M0000104,SRA0000033,Broadridge,Shelly,Flores,shelly.flores@rbc.net,769-222-1742,Associate,False,RBC Wealth Management,Los Angeles,CA
SRA_M0000105,SRA0000034,Broadridge,Ronald,Butler,butlerr@lpl.com,900-814-2983,Vice President,True,LPL Financial,Houston,TX
SRA_M0000106,SRA0000034,Broadridge,Lisa,Brown,lbrown@lpl.com,+19405689119,Director,False,LPL Financial,Houston,TX
SRA_M0000107,SRA0000034,Broadridge,Chris,Young,cyoung@lpl.com,372-878-2032,Associate,False,LPL Financial,Houston,TX
SRA_M0000108,SRA0000034,Broadridge,Barb,Sanchez,bsanchez@lpl.com,(785) 530-8878,Wealth Advisor,False,LPL Financial,Houston,TX
SRA_M0000109,SRA0000035,Broadridge,Matt,Cox,mcox@bair.com,820-437-4106,Senior Wealth Advisor,False,Baird,Indianapolis,IN
SRA_M0000110,SRA0000035,Broadridge,Ed,Taylor,etaylor@bair.com,916-473-2844,Director,False,Baird,Indianapolis,IN
SRA_M0000111,SRA0000035,Broadridge,Bryan,Hernandez,hernandezb@bair.com,+16779837581,Senior Financial Advisor,False,Baird,Indianapolis,IN
SRA_M0000112,SRA0000035,Broadridge,Rich,Ward,rward@bair.com,+18657963941,Portfolio Manager,False,Baird,Indianapolis,IN
SRA_M0000113,SRA0000035,Broadridge,Linda,Carter,linda.carter@bair.net,8339856995,Wealth Advisor,False,Baird,Indianapolis,IN
SRA_M0000114,SRA0000036,Broadridge,Carol,Cook,cookc@mesi.com,+12884858385,Vice President,True,Mesirow Financial,St. Louis,MO
SRA_M0000115,SRA0000036,Broadridge,K.,Ramirez,k..ramirez@mesi.net,(593) 910-8443,Assistant Vice President,False,Mesirow Financial,St. Louis,MO
SRA_M0000116,SRA0000036,Broadridge,Matt,Morgan,mmorgan@mesi.com,904-810-6938,Wealth Advisor,False,Mesirow Financial,St. Louis,MO
SRA_M0000117,SRA0000036,Broadridge,Babs,Richardson,richardsonb@mesi.com,(233) 948-9483,Senior Wealth Advisor,False,Mesirow Financial,St. Louis,MO
SRA_M0000118,SRA0000037,Broadridge,Dan,Bell,dan.bell@lpl.net,769-210-9464,Vice President,True,LPL Financial,Cleveland,OH
SRA_M0000119,SRA0000037,Broadridge,J.,Hll,j..hll@lpl.net,3463217240,Senior Associate,False,LPL Financial,Cleveland,OH
SRA_M0000120,SRA0000037,Broadridge,Laura,Ramirez,ramirezl@lpl.com,9048555982,Senior Portfolio Manager,False,LPL Financial,Cleveland,OH
SRA_M0000121,SRA0000037,Broadridge,Mary,Peterson,mary.peterson@lpl.net,+15879665406,Senior Associate,False,LPL Financial,Cleveland,OH
SRA_M0000122,SRA0000037,Broadridge,Cynthia,Richardson,crichardson@lpl.com,2243271842,Senior Wealth Advisor,False,LPL Financial,Cleveland,OH
SRA_M0000123,SRA0000038,Broadridge,Sue,Walker,swalker@rockcapi.com,295-501-4630,Managing Director,True,Rockefeller Capital Management,Las Vegas,NV
SRA_M0000124,SRA0000038,Broadridge,Betty,Lopez,blopez@rockcapi.com,7174913272,Executive Director,False,Rockefeller Capital Management,Las Vegas,NV
SRA_M0000125,SRA0000038,Broadridge,Emily,Carter,ecarter@rockcapi.com,511.326.1078,Managing Director,False,Rockefeller Capital Management,Las Vegas,NV
SRA_M0000126,SRA0000038,Broadridge,Chuck,iMller,cmiller@rockcapi.com,+15747474920,Senior Wealth Advisor,False,Rockefeller Capital Management,Las Vegas,NV
SRA_M0000127,SRA0000039,Broadridge,Mary,Peterson,mary.peterson@highadvi.net,(513) 457-4777,Executive Director,True,Hightower Advisors,Hartford,CT
SRA_M0000128,SRA0000039,Broadridge,Nancy,Reed,nreed@highadvi.com,766-735-1351,Assistant Vice President,False,Hightower Advisors,Hartford,CT
SRA_M0000129,SRA0000039,Broadridge,Babs,Lewis,blewis@highadvi.com,(554) 337-7166,Senior Associate,False,Hightower Advisors,Hartford,CT
SRA_M0000130,SRA0000040,Broadridge,Matt,Ramirez,ramirezm@rockcapi.com,+15034326912,Senior Vice President,True,Rockefeller Capital Management,Houston,TX
SRA_M0000131,SRA0000040,Broadridge,Kim,Flores,kim.flores@rockcapi.net,4508809829,Managing Director,False,Rockefeller Capital Management,Houston,TX
SRA_M0000132,SRA0000040,Broadridge,Carol,Richardson,crichardson@rockcapi.com,891-521-2151,Financial Advisor,False,Rockefeller Capital Management,Houston,TX
SRA_M0000133,SRA0000041,Broadridge,Amy,Cook,cooka@wellfargad.com,275.790.1878,Managing Director,True,Wells Fargo Advisors,Detroit,MI
SRA_M0000134,SRA0000041,Broadridge,Karen,Adams,kadams@wellfargad.com,647.919.1984,Associate,False,Wells Fargo Advisors,Detroit,MI
SRA_M0000135,SRA0000042,Broadridge,Susie,Parker,susie.parker@high.net,(802) 639-6003,Vice President,True,HighTower,Austin,TX
SRA_M0000136,SRA0000042,Broadridge,Betty,Brooks,brooksb@high.com,+18244433960,Senior Financial Advisor,False,HighTower,Austin,TX
SRA_M0000137,SRA0000043,Broadridge,Amy,Clark,aclark@lpl.com,377-765-2229,Senior Vice President,True,LPL Financial,San Francisco,CA
SRA_M0000138,SRA0000043,Broadridge,Emily,Harris,eharris@lpl.com,641-702-4935,Wealth Advisor,False,LPL Financial,San Francisco,CA
SRA_M0000139,SRA0000043,Broadridge,Ashley,Baker,abaker@lpl.com,,Vice President,False,LPL Financial,San Francisco,CA
SRA_M0000140,SRA0000043,Broadridge,Donna,Ramirez,dramirez@lpl.com,(949) 688-4506,Vice President,False,LPL Financial,San Francisco,CA
SRA_M0000141,SRA0000043,Broadridge,Will,Lopez,will.lopez@lpl.net,+19883741370,Senior Associate,False,LPL Financial,San Francisco,CA
SRA_M0000142,SRA0000044,Broadridge,Drew,Jones,drew.jones@rbc.net,8408034241,Senior Vice President,True,RBC Wealth Management,Baltimore,MD
SRA_M0000143,SRA0000044,Broadridge,Becky,Morgan,becky.morgan@rbc.net,+13733822860,Wealth Advisor,False,RBC Wealth Management,Baltimore,MD
SRA_M0000144,SRA0000044,Broadridge,Donnie,Rodriguez,drodriguez@rbc.com,700-502-2565,Director,False,RBC Wealth Management,Baltimore,MD
SRA_M0000145,SRA0000044,Broadridge,Karen,Lewis,karen.lewis@rbc.net,+17607823100,Executive Director,False,RBC Wealth Management,Baltimore,MD
SRA_M0000146,SRA0000045,Broadridge,D.,Price,d..price@morgstan.net,9838885415,Senior Vice President,True,Morgan Stanley,Louisville,KY
SRA_M0000147,SRA0000045,Broadridge,Sarah,Williams,swilliams@morgstan.com,6594833156,Executive Director,False,Morgan Stanley,Louisville,KY
SRA_M0000148,SRA0000045,Broadridge,Eddie,Collins,,4084159221,Executive Director,False,Morgan Stanley,Louisville,KY
SRA_M0000149,SRA0000045,Broadridge,Lisa,Hernandez,hernandezl@morgstan.com,378.351.9646,Senior Vice President,False,Morgan Stanley,Louisville,KY
SRA_M0000150,SRA0000045,Broadridge,Jim,White,jwhite@morgstan.com,427.857.8740,Senior Vice President,False,Morgan Stanley,Louisville,KY
SRA_M0000151,SRA0000046,Broadridge,Cynthia,Scott,cscott@edwajone.com,(293) 681-6700,Vice President,True,Edward Jones,Cincinnati,OH
SRA_M0000152,SRA0000046,Broadridge,Jon,Bares,baresj@edwajone.com,901-400-2168,Financial Advisor,False,Edward Jones,Cincinnati,OH
SRA_M0000153,SRA0000046,Broadridge,Bill,Morris,bill.morris@edwajone.net,8854515078,Wealth Advisor,False,Edward Jones,Cincinnati,OH
SRA_M0000154,SRA0000046,Broadridge,Laura,Scott,lscott@edwajone.com,455-400-6284,Portfolio Manager,False,Edward Jones,Cincinnati,OH
SRA_M0000155,SRA0000047,Broadridge,Kev,Turner,kturner@rockcapi.com,5313187622,Managing Director,True,Rockefeller Capital Management,Hartford,CT
SRA_M0000156,SRA0000047,Broadridge,C.,Robinson,crobinson@rockcapi.com,8024224306,Senior Portfolio Manager,False,Rockefeller Capital Management,Hartford,CT
SRA_M0000157,SRA0000047,Broadridge,D.,Peterson,dpeterson@rockcapi.com,+18054636624,Executive Director,False,Rockefeller Capital Management,Hartford,CT
SRA_M0000158,SRA0000048,Broadridge,Sharon,Flores,sflores@rockcapi.com,518.764.1224,Senior Vice President,True,Rockefeller Capital Management,Cincinnati,OH
SRA_M0000159,SRA0000048,Broadridge,Tommy,Patterson,tommy.patterson@rockcapi.net,977.425.8380,Senior Associate,False,Rockefeller Capital Management,Cincinnati,OH
SRA_M0000160,SRA0000049,Broadridge,Sarah,Williams,sarah.williams@raymjame.net,443-307-4929,Financial Advisor,False,Raymond James,Columbus,OH
SRA_M0000161,SRA0000049,Broadridge,Kate,Phillips,phillipsk@raymjame.com,519.498.4726,Director,False,Raymond James,Columbus,OH
SRA_M0000162,SRA0000049,Broadridge,Jimmy,Flores,floresj@raymjame.com,,Senior Financial Advisor,False,Raymond James,Columbus,OH
SRA_M0000163,SRA0000049,Broadridge,Jess,Nelson,jess.nelson@raymjame.net,773-429-4097,Assistant Vice President,False,Raymond James,Columbus,OH
SRA_M0000164,SRA0000049,Broadridge,Tommy,Powell,tommy.powell@raymjame.net,6335691641,Senior Associate,False,Raymond James,Columbus,OH
SRA_M0000165,SRA0000050,Broadridge,Joe,Thompson,joe.thompson@raymjame.net,+17402729278,Financial Advisor,False,Raymond James,Charlotte,NC
SRA_M0000166,SRA0000050,Broadridge,Betty,Howard,bhoward@raymjame.com,8274277348,Financial Advisor,False,Raymond James,Charlotte,NC
SRA_M0000167,SRA0000050,Broadridge,K.,Price,,263-452-1855,Associate,False,Raymond James,Charlotte,NC
SRA_M0000168,SRA0000050,Broadridge,Mike,Roberts,mroberts@raymjame.com,6767892113,Executive Director,False,Raymond James,Charlotte,NC
SRA_M0000169,SRA0000050,Broadridge,Daniel,Richardson,drichardson@raymjame.com,702-650-6982,Financial Advisor,False,Raymond James,Charlotte,NC
SRA_M0000170,SRA0000051,Broadridge,Babs,Cook,babs.cook@jannmontsc.net,393-914-4912,Senior Vice President,True,Janney Montgomery Scott,Baltimore,MD
SRA_M0000171,SRA0000051,Broadridge,Drew,Turner,drew.turner@jannmontsc.net,,Wealth Advisor,False,Janney Montgomery Scott,Baltimore,MD
SRA_M0000172,SRA0000051,Broadridge,Nancy,Brown,brownn@jannmontsc.com,593.555.7480,Vice President,False,Janney Montgomery Scott,Baltimore,MD
SRA_M0000173,SRA0000051,Broadridge,Charlie,Anderson,canderson@jannmontsc.com,8887046096,Portfolio Manager,False,Janney Montgomery Scott,Baltimore,MD
SRA_M0000174,SRA0000051,Broadridge,Tommy,Turner,tturner@jannmontsc.com,6963844470,Financial Advisor,False,Janney Montgomery Scott,Baltimore,MD
SRA_M0000175,SRA0000052,Broadridge,Bob,Green,bob.green@rockcapi.net,7072373068,Managing Director,True,Rockefeller Capital Management,Orlando,FL
SRA_M0000176,SRA0000052,Broadridge,J.,Ward,j..ward@rockcapi.net,(759) 934-8205,Portfolio Manager,False,Rockefeller Capital Management,Orlando,FL
SRA_M0000177,SRA0000052,Broadridge,Charlie,Cook,ccook@rockcapi.com,546.855.4251,Senior Portfolio Manager,False,Rockefeller Capital Management,Orlando,FL
SRA_M0000178,SRA0000052,Broadridge,Timmy,Roberts,timmy.roberts@rockcapi.net,(762) 809-8966,Assistant Vice President,False,Rockefeller Capital Management,Orlando,FL
SRA_M0000179,SRA0000053,Broadridge,Rich,Cox,rcox@mesi.com,(276) 680-5342,Senior Vice President,True,Mesirow Financial,San Diego,CA
SRA_M0000180,SRA0000053,Broadridge,Rich,Howard,rhoward@mesi.com,+12169449362,Director,False,Mesirow Financial,San Diego,CA
SRA_M0000181,SRA0000053,Broadridge,Sandy,Clark,sclark@mesi.com,311.606.9275,Managing Director,False,Mesirow Financial,San Diego,CA
SRA_M0000182,SRA0000053,Broadridge,Sharon,Sanchez,sharon.sanchez@mesi.net,937.710.7090,Senior Financial Advisor,False,Mesirow Financial,San Diego,CA
