src_team_id,source,team_name,firm_name,crd_number,lead_first_name,lead_last_name,lead_email,lead_phone,address,city,state,zip,aum_millions
SRB0000062,Discovery,Roberts Wealth Ptrs,Mesirow Financial,7960607,Tom,Roberts,,870.301.9017,"6687 Lake Street, Salt Lake City, UT, 84101",Salt Lake City,UT,84101,223.7
SRB0000063,Discovery,Stewart Wealth Solutions Grp,RBC Wealth Management,7162857,Jeff,Stewart,jstewart@rbc.com,7578606876,"993 Madison Ln, Suite 600, Houston, TX, 77001",Houston,TX,77001,123.5
SRB0000064,Discovery,The Perry WA,LPL Financial,3112652,Dave,Perry,,+17784102124,"9081 Washington Dr, Los Angeles, CA, 90025",Los Angeles,CA,90025,291.2
SRB0000065,Discovery,Jackson Wealth Mgmt Grp,HighTower,,Kev,Jackson,jacksonk@high.com,(753) 456-3858,"1802 Main Blvd, Suite 3335, Boston, MA, 02134",Boston,MA,02134,101.1
SRB0000066,Discovery,Adams Fin Advisory Group,Merrill Lynch,2906718,Sarah,Adams,sadams@merrlync.com,963.265.8802,"7345 Sunset Ct, Suite 1951, Los Angeles, CA, 90025",Los Angeles,CA,90025,625.7
SRB0000067,Discovery,The Hernandez FG,Baird,6455706,Bill,Hernandez,bhernandez@bair.com,,"4832 Lincoln Ct, Chicago, IL, 60601",Chicago,IL,60601,732.7
SRB0000068,Discovery,The Flores Wealth Solutions Grp,Wells Fargo Advisors,,Michelle,Flores,mflores@wellfargad.com,433.623.6553,,Portland,OR,97201,745.4
SRB0000069,Discovery,Powell Cap Grp,Wells Fargo Advisors,1863121,Kev,Powell,kev.powell@wellfargad.net,494-814-6119,"5762 Maple Ct, Suite 2789, Portland, OR, 97201",Portland,OR,97201-1292,607.6
SRB0000070,Discovery,Wilson Wealth Solutions Grp,Janney Montgomery Scott,,Marc,Wilson,mwilson@jannmontsc.com,7749851430,"9978 Lake Street, Suite 2978, Dallas, TX, 75201",Dallas,TX,75201,277.3
SRB0000071,Discovery,The Baker Wealth Mgmt Grp,Janney Montgomery Scott,,Cynthia,Baker,,271-345-1502,"1504 Market Dr, Suite 1958, Boston, MA, 02134",Boston,MA,02134-1060,48.5
SRB0000072,Discovery,The Phillips Wealth Mgmt Grp,HighTower,,Mark,Phillips,phillipsm@high.com,+19824615742,"5376 Maple Street, Suite 1863, Seattle, WA, 98101",Seattle,WA,98101,193.3
SRB0000073,Discovery,The Carter PCG,Steward Partners,,Tom,Carter,tcarter@stewpart.com,273-606-1693,,Columbus,OH,43201,502.5
SRB0000074,Discovery,Collins Cap Group,Dynasty Financial Partners,,Jessica,Collins,jessica.collins@dynapart.net,(375) 832-8538,,Minneapolis,MN,55401,294.9
SRB0000075,Discovery,The Sanders AG,Piper Sandler,6205543,Jason,Sanders,sandersj@pipesand.com,,,Detroit,MI,48201,
SRB0000076,Discovery,The Harris Wealth Ptrs,Janney Montgomery Scott,3910830,Jennifer,Harris,harrisj@jannmontsc.com,816.356.2234,"2903 Liberty Pl, Suite 2409, Phoenix, AZ, 85001",Phoenix,AZ,8500,507.7
SRB0000077,Discovery,Patterson WA,Dynasty Financial Partners,,Jeff,Patterson,jeff.patterson@dynapart.net,354-650-2118,"7683 Lincoln Ln, Cincinnati, OH, 45201",Cincinnati,OH,45201,429.5
SRB0000078,Discovery,The Washington Family Wealth Grp,Mesirow Financial,7858012,Donald,Washington,donald.washington@mesi.net,546.895.1857,"5483 Pine Rd, Suite 2878, Tampa, FL, 33601",Tampa,FL,33601-4618,124.3
SRB0000079,Discovery,Gray Wealth Adv,Piper Sandler,9831414,Joshua,Gray,joshua.gray@pipesand.net,2958617937,"8332 Sunset Street, Suite 838, Boston, MA, 02101",Boston,MA,02101,80.9
SRB0000080,Discovery,The Bell Private Wealth Grp,LPL Financial,,Kev,Bell,kbell@lpl.com,5023039317,,Boston,MA,02134-4382,32.5
SRB0000081,Discovery,The Price Fin Advisory Grp,Piper Sandler,,Thomas,Price,pricet@pipesand.com,938-648-1715,"6732 Sunset Dr, Atlanta, GA, 30301",Atlanta,GA,30301,
SRB0000082,Discovery,The Alexander PWG,Mesirow Financial,8868776,Andrew,Alexander,aalexander@mesi.com,398-576-8218,,Nashville,TN,37201,39.8
SRB0000083,Discovery,Sanchez Fin Adv Group,HighTower,,Mel,Sanchez,mel.sanchez@high.net,928-728-3042,,Los Angeles,CA,90025,48.6
SRB0000084,Discovery,Edwards PW Group,UBS Financial Services,,Charlie,Edwards,charlie.edwards@ubs.net,6242547495,"8225 Sunset Dr, Suite 434, Pittsburgh, PA, 15201",Pittsburgh,PA,15201,34.6
SRB0000085,Discovery,Ramirez Adv Group,Raymond James,5833542,Steven,Ramirez,steven.ramirez@raymjame.net,+14435082996,"783 Park Way, Dallas, TX, 75201",Dallas,TX,75201-1818,483.5
SRB0000086,Discovery,Rodriguez WSG,Wells Fargo Advisors,,Ryan,Rodriguez,ryan.rodriguez@wellfargad.net,+19353475772,"7033 Main Rd, Suite 1806, Louisville, KY, 40201",Louisville,KY,40201,44.0
SRB0000087,Discovery,Powell Adv Group,UBS Financial Services,9825812,Maggie,Powell,mpowell@ubs.com,+17577199316,"9080 Main Way, Chicago, IL, 60601",Chicago,IL,60601-5372,166.3
SRB0000088,Discovery,The Roberts Invest Group,Janney Montgomery Scott,2739191,Nancy,Roberts,nroberts@jannmontsc.com,795.952.6447,,Pittsburgh,PA,15201,300.4
SRB0000089,Discovery,Patterson Priv Client Group,Mesirow Financial,4058117,Deborah,Patterson,dpatterson@mesi.com,+13382648498,"606 Hill Dr, Suite 917, Cincinnati, OH, 45201",Cincinnati,OH,45201,
SRB0000090,Discovery,Flores Cap Group,Hightower Advisors,5800144,Ken,Flores,ken.flores@highadvi.net,,"5439 Lake Avenue, Philadelphia, PA, 19101",Philadelphia,PA,19101,1270.4
SRB0000091,Discovery,Bennett Adv Group,Edward Jones,5960015,Jason,Bennett,jbennett@edwajone.com,+15136567981,"2731 Lincoln Rd, Suite 3077, St. Louis, MO, 63101",St. Louis,MO,63101,603.8
SRB0000092,Discovery,The Edwards Wealth Advs,Ameriprise Financial,,Lisa,Edwards,edwardsl@amer.com,572.725.3621,,Chicago,IL,60601,480.7
SRB0000093,Discovery,Coleman Wealth Part,Janney Montgomery Scott,,Carol,Coleman,ccoleman@jannmontsc.com,+15795808273,"1260 Financial Blvd, Suite 1730, Memphis, TN, 38101",Memphis,TN,38101,454.6
SRB0000094,Discovery,The Scott WM Team,RBC Wealth Management,9372568,Betty,Scott,bscott@rbc.com,+17305962929,"4289 Lake Pl, Suite 2606, Atlanta, GA, 30301",Atlanta,GA,30301,271.4
SRB0000095,Discovery,The Bell WMT,LPL Financial,,Ashley,Bell,abell@lpl.com,2898986236,"5693 Pine Ct, Suite 3750, Chicago, IL, 60601",Chicago,IL,60601,26.7
SRB0000096,Discovery,Lee Asset Mgmt Group,Edward Jones,4762150,Steph,Lee,slee@edwajone.com,+13244053275,"3879 Broadway Street, Suite 2444, Columbus, OH, 43201",Columbus,OH,4320,540.3
SRB0000097,Discovery,The Peterson FG,Raymond James,,Ry,Peterson,rpeterson@raymjame.com,(738) 620-7708,,Chicago,IL,60601,40.0
SRB0000098,Discovery,The Morgan Wealth Ptrs,Hightower Advisors,,Jeff,Morgan,morganj@highadvi.com,(986) 332-8088,"8239 Oak Avenue, Suite 1345, Hartford, CT, 06101",Hartford,CT,06101,15394.5
SRB0000099,Discovery,Adams WP,RBC Wealth Management,5604524,Christopher,Adams,,328.840.5961,"8741 Pine Ct, Chicago, IL, 60614",Chicago,IL,60614,250.6
SRB0000100,Discovery,Kelly FAG,Raymond James,1691125,Amy,Kelly,amy.kelly@raymjame.net,+12292831744,"9450 Lake Dr, Memphis, TN, 38101",Memphis,TN,38101,1250.0
SRB0000101,Discovery,Henderson Family Wealth Grp,Merrill Lynch,,Lisa,Hendesron,lhendesron@merrlync.com,504.664.2195,"982 Elm Pl, Suite 2002, Nashville, TN, 37201",Nashville,TN,37201-1503,30.2
SRB0000102,Discovery,Bennett WP,Raymond James,7689354,Kev,Bennett,kbennett@raymjame.com,+13339787070,"8438 Commerce Avenue, Suite 2010, Pittsburgh, PA, 15201",Pittsburgh,PA,15201,332.8
SRB0000103,Discovery,Morgan IG,Rockefeller Capital Management,2510773,Jennifer,Morgan,jmorgan@rockcapi.com,602.717.8491,"3945 Washington Rd, Suite 1252, New York, NY, 10017",New York,NY,10017,729.4
SRB0000104,Discovery,The Jenkins IG,Rockefeller Capital Management,7136730,Karen,Jenkins,kjenkins@rockcapi.com,+19826126995,"742 Madison Street, Suite 897, Houston, TX, 77001",Houston,TX,77001,25.1
SRB0000105,Discovery,Campbell PWG,Raymond James,6587495,Amy,Campbell,acampbell@raymjame.com,(685) 731-8487,"2441 Capital Ct, Suite 3914, Columbus, OH, 43201",Columbus,OH,43201,365.3
SRB0000106,Discovery,Lee Fin Group,Piper Sandler,6643410,Ken,Lee,klee@pipesand.com,,,Salt Lake City,UT,84101,259.1
SRB0000107,Discovery,Long CG,Wells Fargo Advisors,4817541,Kev,Long,longk@wellfargad.com,,"2794 Market Way, Suite 2888, Cincinnati, OH, 45201",Cincinnati,OH,45201,950.7
SRB0000108,Discovery,The Brooks Priv Wealth Group,Wells Fargo Advisors,6262886,Robert,Brooks,brooksr@wellfargad.com,(628) 355-7765,"3341 Jefferson Ct, Las Vegas, NV, 89101",Las Vegas,NV,89101,295.0
SRB0000109,Discovery,The Gonzales Priv Client Group,Morgan Stanley,,Rebecca,Gonzales,gonzalesr@morgstan.com,+17385856140,"2838 Lincoln Ct, Suite 1551, Austin, TX, 78701",Austin,TX,78701,317.9
SRB0000110,Discovery,Cook PWG,LPL Financial,6007984,Lisa,Cook,lcook@lpl.com,430.504.5735,"3397 Broadway Rd, Suite 2395, Hartford, CT, 06101",Hartford,CT,06101,685.7
SRB0000111,Discovery,Thomas WA,Dynasty Financial Partners,3457461,Andrew,Thomas,andrew.thomas@dynapart.net,4972435712,"1295 Sunset Pl, Detroit, MI, 48201",Detroit,MI,48201,805.0
SRB0000112,Discovery,Sanchez Invest Grp,Steward Partners,2832517,Tony,Sanchez,tsanchez@stewpart.com,(830) 958-4920,"3973 Oak Ct, Suite 1053, Boston, MA, 02101",Boston,MA,02101,24.2
SRB0000113,Discovery,Turner Priv Client Group,Baird,,Richard,Turner,turnerr@bair.com,+16168688793,"7823 Liberty Dr, Houston, TX, 77001",Houston,TX,7700,188.9
SRB0000114,Discovery,The Torres Asset Mgmt Group,Morgan Stanley,,Ken,Torres,ktorres@morgstan.com,+17479561611,"2869 Jefferson Blvd, Memphis, TN, 38101",Memphis,TN,38101,128.3
SRB0000115,Discovery,Phillips Fin Advisory Grp,Rockefeller Capital Management,2800206,Deborah,Phillips,dphillips@rockcapi.com,+15434918444,"8902 Market Pl, Los Angeles, CA, 90001",Los Angeles,CA,90001,1068.9
SRB0000116,Discovery,Long Fin Advisory Group,LPL Financial,,Jess,Long,jlong@lpl.com,389-343-8822,"5302 Park Street, Suite 1064, Portland, OR, 97201",Portland,OR,97201,156.8
SRB0000117,Discovery,The Wright IG,Baird,7032283,Donna,Wright,dwright@bair.com,909-441-2017,"1937 Lincoln Ln, Suite 2910, Philadelphia, PA, 19101",Philadelphia,PA,19101,234.5
SRB0000118,Discovery,The Howard AMG,LPL Financial,2373555,Donna,Howard,donna.howard@lpl.net,,"5928 Pine Avenue, Suite 2343, Louisville, KY, 40201",Louisville,KY,40201,156.3
SRB0000119,Discovery,The Brooks Fin Advisory Group,Steward Partners,,Matt,Brooks,brooksm@stewpart.com,+19347979008,"1490 Market Pl, St. Louis, MO, 63101",St. Louis,MO,63101,530.0
SRB0000120,Discovery,The Cooper FWG,Oppenheimer & Co,8757420,Tom,Cooper,tom.cooper@oppe.net,(888) 515-1356,,Hartford,CT,06101,92.4
SRB0000121,Discovery,The Garcia WP,Oppenheimer & Co,,Bill,Garcia,garciab@oppe.com,683-232-5703,,Richmond,VA,23220,4120.3
SRB0000122,Discovery,The Robinson PW Group,Steward Partners,6350316,Jeff,Robinson,jrobinson@stewpart.com,791.812.6253,"3882 Hill Blvd, Boston, MA, 02101",Boston,MA,02101,88.3
SRB0000123,Discovery,Cox PC Group,Baird,,Shelly,Coxx,shelly.coxx@bair.net,(446) 430-5927,,San Diego,CA,92101,464.7
SRB0000124,Discovery,Moore Priv Wealth Group,Piper Sandler,,Linda,Moore,lmoore@pipesand.com,,"6080 Pine Ct, Seattle, WA, 98101",Seattle,WA,98101,658.6
SRB0000125,Discovery,The Wright Wealth Adv,Piper Sandler,,Michael,Wright,michael.wright@pipesand.net,690.413.6455,"4968 Main Dr, Chicago, IL, 60601",Chicago,IL,60601,520.7
SRB0000126,Discovery,Campbell Fam Wealth Group,Hightower Advisors,,Steve,Campbell,,408.579.6126,,Houston,TX,77001,430.2
SRB0000127,Discovery,The Bell Family Wealth Grp,Rockefeller Capital Management,,Steve,Bell,sbell@rockcapi.com,+13887551962,"8585 Oak Avenue, Pittsburgh, PA, 15201",Pittsburgh,PA,15201,632.3
SRB0000128,Discovery,The Cook Wealth Mgmt Grp,Rockefeller Capital Management,9882154,Cynthia,Cook,ccook@rockcapi.com,(939) 481-9777,"4698 Main Ct, Richmond, VA, 23220",Richmond,VA,23220,206.4
SRB0000129,Discovery,The Thompson WMT,Wells Fargo Advisors,,Amanda,Thompson,athompson@wellfargad.com,834.739.5135,"5808 Lake Way, Suite 1763, Phoenix, AZ, 85001",Phoenix,AZ,85001,235.1
SRB0000130,Discovery,The Young Invest Grp,RBC Wealth Management,8986040,Jessica,Young,jessica.young@rbc.net,,"2808 Pine Pl, Los Angeles, CA, 90001",Los Angeles,CA,90001,602.7
SRB0000131,Discovery,The Gonzalez Wealth Mgmt Grp,Hightower Advisors,8977571,Jessica,Gonzalez,jgonzalez@highadvi.com,,"4594 Commerce Street, Suite 3583, Seattle, WA, 98101",Seattle,WA,98101,442.7
SRB0000132,Discovery,Clark FAG,Dynasty Financial Partners,7528964,Jon,Clark,jclark@dynapart.com,893-753-6435,"6289 Cedar Avenue, Suite 1516, Chicago, IL, 60601",Chicago,IL,60601,156.5
SRB0000133,Discovery,The Edwards Wealth Sol Group,RBC Wealth Management,7655572,Richard,Edwards,richard.edwards@rbc.net,534.230.5478,"7382 Broadway Dr, Suite 3954, Cleveland, OH, 44101",Cleveland,OH,44101,1117.5
SRB0000134,Discovery,The Gray CG,Hightower Advisors,6443037,Susan,Gray,grays@highadvi.com,5942125781,"6780 Madison Avenue, New York, NY, 10017",New York,NY,10017,829.9
SRB0000135,Discovery,The Young Adv Grp,Dynasty Financial Partners,3843767,Laura,Young,lyoung@dynapart.com,,"4398 Broadway Blvd, Suite 1880, Orlando, FL, 32801",Orlando,FL,32801,530.5
SRB0000136,Discovery,The Foster Priv Client Group,Mesirow Financial,5887726,John,Foster,john.foster@mesi.net,+19092707703,"8181 Cedar Ln, Suite 2797, Las Vegas, NV, 89101",Las Vegas,NV,8910,82.3
SRB0000137,Discovery,Collins WM Team,Piper Sandler,9499549,Dorothy,Collins,dcollins@pipesand.com,+19086289907,"603 Sunset Ct, Suite 3845, Louisville, KY, 40201",Louisville,KY,40201-3665,71.8
SRB0000138,Discovery,The Young Fin Adv Group,Janney Montgomery Scott,,Rich,Young,ryoung@jannmontsc.com,(970) 539-8052,,Memphis,TN,38101,277.6
SRB0000139,Discovery,Kelly PW Group,Dynasty Financial Partners,,Susan,Kelly,skelly@dynapart.com,+13545531402,"7910 Maple Ln, Suite 451, Tampa, FL, 33601",Tampa,FL,33601,47.2
