src_member_id,src_team_id,source,first_name,last_name,email,phone,title,is_lead,firm_name,city,state
SRC_M0000023,SRC0000009,Bloomberg,Barbara,Brown,bbrown@jannmontsc.com,703-399-6072,Senior Wealth Advisor,False,Janney Montgomery Scott,Las Vegas,NV
SRC_M0000024,SRC0000010,Bloomberg,Charles,Wright,charles.wright@stif.net,903.849.5325,Vice President,True,Stifel Financial,Cleveland,OH
SRC_M0000025,SRC0000010,Bloomberg,Joshua,Bailey,jbailey@stif.com,255-751-6816,Vice President,False,Stifel Financial,Cleveland,OH
SRC_M0000026,SRC0000011,Bloomberg,Barbara,Jones,barbara.jones@jannmontsc.net,2425156974,Executive Director,True,Janney Montgomery Scott,Portland,OR
SRC_M0000027,SRC0000011,Bloomberg,Sharon,Turner,sturner@jannmontsc.com,(897) 500-3527,Senior Vice President,False,Janney Montgomery Scott,Portland,OR
SRC_M0000028,SRC0000012,Bloomberg,Brian,Gray,bgray@oppe.com,622-225-3938,Senior Vice President,True,Oppenheimer & Co,Phoenix,AZ
SRC_M0000029,SRC0000013,Bloomberg,Angela,Phillips,aphillips@rockcapi.com,9746666718,Senior Portfolio Manager,False,Rockefeller Capital Management,Baltimore,MD
SRC_M0000030,SRC0000014,Bloomberg,Mary,Simmons,simmonsm@ubs.com,+18574581934,Financial Advisor,False,UBS Financial Services,Milwaukee,WI
SRC_M0000031,SRC0000014,Bloomberg,Lisa,Hall,halll@ubs.com,231-605-3730,Senior Wealth Advisor,False,UBS Financial Services,Milwaukee,WI
SRC_M0000032,SRC0000014,Bloomberg,Brian,Perry,bperry@ubs.com,582-639-6625,Associate,False,UBS Financial Services,Milwaukee,WI
SRC_M0000033,SRC0000015,Bloomberg,Jason,Cook,jason.cook@edwajone.net,+16808234584,Senior Financial Advisor,False,Edward Jones,Minneapolis,MN
SRC_M0000034,SRC0000016,Bloomberg,Mary,Wood,woodm@ubs.com,9359137291,Vice President,True,UBS Financial Services,Cincinnati,OH
SRC_M0000035,SRC0000016,Bloomberg,Susan,Roberts,,877.360.7312,Senior Financial Advisor,False,UBS Financial Services,Cincinnati,OH
SRC_M0000036,SRC0000017,Bloomberg,Susan,Price,prices@bair.com,6367618305,Senior Vice President,True,Baird,Milwaukee,WI
SRC_M0000037,SRC0000017,Bloomberg,Ryan,Coleman,rcoleman@bair.com,(517) 675-7810,Vice President,False,Baird,Milwaukee,WI
SRC_M0000038,SRC0000017,Bloomberg,Joseph,Nleson,jnleson@bair.com,+15507445637,Director,False,Baird,Milwaukee,WI
SRC_M0000039,SRC0000017,Bloomberg,Angela,Powell,apowell@bair.com,(979) 689-4127,Senior Portfolio Manager,False,Baird,Milwaukee,WI
SRC_M0000040,SRC0000018,Bloomberg,Dorothy,Ramirez,dramirez@ubs.com,(625) 263-4388,Managing Director,True,UBS Financial Services,Cleveland,OH
SRC_M0000041,SRC0000018,Bloomberg,Linda,Carter,,9183039711,Wealth Advisor,False,UBS Financial Services,Cleveland,OH
SRC_M0000042,SRC0000018,Bloomberg,Donna,Carter,donna.carter@ubs.net,(496) 561-4303,Senior Financial Advisor,False,UBS Financial Services,Cleveland,OH
SRC_M0000043,SRC0000018,Bloomberg,Linda,Sanchez,lsanchez@ubs.com,666.432.4343,Vice President,False,UBS Financial Services,Cleveland,OH
SRC_M0000044,SRC0000019,Bloomberg,Edward,Cook,ecook@merrlync.com,751-965-9947,Managing Director,True,Merrill Lynch,Orlando,FL
SRC_M0000045,SRC0000019,Bloomberg,Matthew,Lopez,mlopez@merrlync.com,2406808267,Portfolio Manager,False,Merrill Lynch,Orlando,FL
SRC_M0000046,SRC0000019,Bloomberg,Matthew,Coleman,mcoleman@merrlync.com,576-452-4863,Director,False,Merrill Lynch,Orlando,FL
SRC_M0000047,SRC0000019,Bloomberg,Timothy,King,kingt@merrlync.com,,Vice President,False,Merrill Lynch,Orlando,FL
SRC_M0000048,SRC0000020,Bloomberg,Rebecca,Morgan,rebecca.morgan@edwajone.net,(979) 588-5558,Managing Director,True,Edward Jones,Orlando,FL
SRC_M0000049,SRC0000020,Bloomberg,Charles,Smith,csmith@edwajone.com,832.743.8434,Senior Associate,False,Edward Jones,Orlando,FL
SRC_M0000050,SRC0000020,Bloomberg,Brian,Baker,bbaker@edwajone.com,,Portfolio Manager,False,Edward Jones,Orlando,FL
SRC_M0000051,SRC0000020,Bloomberg,Rebecca,Butler,rbutler@edwajone.com,(257) 210-5689,Portfolio Manager,False,Edward Jones,Orlando,FL
SRC_M0000052,SRC0000020,Bloomberg,Brian,Patterson,brian.patterson@edwajone.net,760.670.1709,Senior Associate,False,Edward Jones,Orlando,FL
SRC_M0000053,SRC0000020,Bloomberg,Angela,Gonnzalez,angela.gonnzalez@edwajone.net,335-961-9500,Senior Vice President,False,Edward Jones,Orlando,FL
SRC_M0000054,SRC0000021,Bloomberg,Ronald,Butler,ronald.butler@lpl.net,,Vice President,True,LPL Financial,Houston,TX
SRC_M0000055,SRC0000021,Bloomberg,Lisa,Brown,lbrown@lpl.com,+19405689119,Director,False,LPL Financial,Houston,TX
SRC_M0000056,SRC0000021,Bloomberg,Christopher,Young,cyoung@lpl.com,3728782032,Associate,False,LPL Financial,Houston,TX
SRC_M0000057,SRC0000022,Bloomberg,Susan,Walker,swalker@rockcapi.com,295.501.4630,Managing Director,True,Rockefeller Capital Management,Las Vegas,NV
SRC_M0000058,SRC0000022,Bloomberg,Betty,Lopez,blopez@rockcapi.com,717.491.3272,Executive Director,False,Rockefeller Capital Management,Las Vegas,NV
SRC_M0000059,SRC0000022,Bloomberg,Emily,Carter,ecarter@rockcapi.com,511.326.1078,Managing Director,False,Rockefeller Capital Management,Las Vegas,NV
SRC_M0000060,SRC0000022,Bloomberg,Charles,Miller,charles.miller@rockcapi.net,574.747.4920,Senior Wealth Advisor,False,Rockefeller Capital Management,Las Vegas,NV
SRC_M0000061,SRC0000023,Bloomberg,Betty,Brooks,betty.brooks@high.net,+18244433960,Senior Financial Advisor,False,HighTower,Austin,TX
SRC_M0000062,SRC0000024,Bloomberg,Amy,Clark,aclark@lpl.com,(377) 765-2229,Senior Vice President,True,LPL Financial,San Francisco,CA
SRC_M0000063,SRC0000024,Bloomberg,Emily,Harris,emily.harris@lpl.net,(641) 702-4935,Wealth Advisor,False,LPL Financial,San Francisco,CA
SRC_M0000064,SRC0000024,Bloomberg,Ashley,Baker,abaker@lpl.com,903.461.1781,Vice President,False,LPL Financial,San Francisco,CA
SRC_M0000065,SRC0000024,Bloomberg,Donna,Ramirez,ramirezd@lpl.com,(949) 688-4506,Vice President,False,LPL Financial,San Francisco,CA
SRC_M0000066,SRC0000024,Bloomberg,William,Lopez,lopezw@lpl.com,(988) 374-1370,Senior Associate,False,LPL Financial,San Francisco,CA
SRC_M0000067,SRC0000025,Bloomberg,Donald,Lewis,dlewis@ubs.com,4852166496,Senior Portfolio Manager,False,UBS Financial Services,Nashville,TN
SRC_M0000068,SRC0000025,Bloomberg,Ronald,Young,ronald.young@ubs.net,(527) 497-8152,Director,False,UBS Financial Services,Nashville,TN
SRC_M0000069,SRC0000026,Bloomberg,Cynthia,Scott,scottc@edwajone.com,+12936816700,Vice President,True,Edward Jones,Cincinnati,OH
SRC_M0000070,SRC0000026,Bloomberg,William,Morris,wmorris@edwajone.com,8854515078,Wealth Advisor,False,Edward Jones,Cincinnati,OH
SRC_M0000071,SRC0000027,Bloomberg,Kevin,Turner,kturner@rockcapi.com,531-318-7622,Managing Director,True,Rockefeller Capital Management,Hartford,CT
SRC_M0000072,SRC0000027,Bloomberg,David,Peterson,david.peterson@rockcapi.net,8054636624,Executive Director,False,Rockefeller Capital Management,Hartford,CT
SRC_M0000073,SRC0000028,Bloomberg,Linda,Campbell,,+19782524335,Executive Director,True,HighTower,Cincinnati,OH
SRC_M0000074,SRC0000028,Bloomberg,Margaret,Jenkins,margaret.jenkins@high.net,7976526755,Senior Associate,False,HighTower,Cincinnati,OH
SRC_M0000075,SRC0000029,Bloomberg,Sharon,Flores,floress@rockcapi.com,5187641224,Senior Vice President,True,Rockefeller Capital Management,Cincinnati,OH
SRC_M0000076,SRC0000029,Bloomberg,Thomas,Patterson,,977.425.8380,Senior Associate,False,Rockefeller Capital Management,Cincinnati,OH
SRC_M0000077,SRC0000030,Bloomberg,Ryan,Thomas,thomasr@raymjame.com,(625) 694-8736,Managing Director,True,Raymond James,Columbus,OH
SRC_M0000078,SRC0000030,Bloomberg,Kathleen,Phillips,kathleen.phillips@raymjame.net,5194984726,Director,False,Raymond James,Columbus,OH
SRC_M0000079,SRC0000030,Bloomberg,James,Flores,jflores@raymjame.com,285-536-4716,Senior Financial Advisor,False,Raymond James,Columbus,OH
SRC_M0000080,SRC0000030,Bloomberg,Jessica,Nelson,jnelson@raymjame.com,7734294097,Assistant Vice President,False,Raymond James,Columbus,OH
SRC_M0000081,SRC0000031,Bloomberg,Richard,Howard,howardr@mesi.com,(216) 944-9362,Director,False,Mesirow FFinancial,San Diego,CA
SRC_M0000082,SRC0000031,Bloomberg,Sandra,Clark,sclark@mesi.com,+13116069275,Managing Director,False,Mesirow FFinancial,San Diego,CA
SRC_M0000083,SRC0000031,Bloomberg,Sharon,Sanchez,ssanchez@mesi.com,9377107090,Senior Financial Advisor,False,Mesirow FFinancial,San Diego,CA
SRC_M0000084,SRC0000032,Bloomberg,Christopher,Thompson,cthompson@ubs.com,4376725161,Executive Director,True,UBS Financial Services,Milwaukee,WI
SRC_M0000085,SRC0000032,Bloomberg,Sharon,Thompson,,8369759832,Senior Vice President,False,UBS Financial Services,Milwaukee,WI
SRC_M0000086,SRC0000032,Bloomberg,George,Young,george.young@ubs.net,(865) 239-4187,Wealth Advisor,False,UBS Financial Services,Milwaukee,WI
SRC_M0000087,SRC0000032,Bloomberg,Joseph,Johnson,,,Executive Director,False,UBS Financial Services,Milwaukee,WI
SRC_M0000088,SRC0000032,Bloomberg,Kathleen,Williams,kathleen.williams@ubs.net,950.540.2786,Senior Vice President,False,UBS Financial Services,Milwaukee,WI
SRC_M0000089,SRC0000033,Bloomberg,Laura,Torres,laura.torres@stewpart.net,801-506-7951,Managing Director,True,Steward Partners,Las Vegas,NV
SRC_M0000090,SRC0000033,Bloomberg,Richard,Ramirez,rramirez@stewpart.com,+19358376596,Senior Vice President,False,Steward Partners,Las Vegas,NV
SRC_M0000091,SRC0000033,Bloomberg,Robert,Barnes,,771-963-8689,Managing Director,False,Steward Partners,Las Vegas,NV
SRC_M0000092,SRC0000033,Bloomberg,Ronald,Wright,ronald.wright@stewpart.net,628-346-8367,Vice President,False,Steward Partners,Las Vegas,NV
SRC_M0000093,SRC0000033,Bloomberg,Timothy,Morris,tmorris@stewpart.com,,Senior Wealth Advisor,False,Steward Partners,Las Vegas,NV
SRC_M0000094,SRC0000034,Bloomberg,Steven,Howard,showard@wellfargad.com,+13108914830,Senior Vice President,True,Wells Fargo Advisors,Philadelphia,PA
SRC_M0000095,SRC0000035,Bloomberg,Thomas,Roberts,troberts@mesi.com,+18703019017,Senior Vice President,True,Mesirow Financial,Salt Lake City,UT
SRC_M0000096,SRC0000035,Bloomberg,Sharon,Green,sharon.green@mesi.net,4424677179,Portfolio Manager,False,Mesirow Financial,Salt Lake City,UT
SRC_M0000097,SRC0000036,Bloomberg,Betty,Jones,bjones@rbc.com,972-645-2158,Wealth Advisor,False,RBC Wealth Management,Houston,TX
SRC_M0000098,SRC0000036,Bloomberg,William,Young,wyoung@rbc.com,,Vice President,False,RBC Wealth Management,Houston,TX
SRC_M0000099,SRC0000036,Bloomberg,Ryan,Cox,rcox@rbc.com,746-878-9762,Assistant Vice President,False,RBC Wealth Management,Houston,TX
SRC_M0000100,SRC0000036,Bloomberg,Linda,Long,longl@rbc.com,+19358412415,Wealth Advisor,False,RBC Wealth Management,Houston,TX
SRC_M0000101,SRC0000036,Bloomberg,Matthew,Ramirez,mramirez@rbc.com,688-972-9883,Assistant Vice President,False,RBC Wealth Management,Houston,TX
SRC_M0000102,SRC0000037,Bloomberg,David,Perry,david.perry@lpl.net,778-410-2124,Senior Vice President,True,LPL Financial,Los Angeles,CA
SRC_M0000103,SRC0000037,Bloomberg,Ronald,Collins,rcollins@lpl.com,6128269323,Portfolio Manager,False,LPL Financial,Los Angeles,CA
SRC_M0000104,SRC0000037,Bloomberg,Paul,Alexander,paul.alexander@lpl.net,343.364.4873,Senior Associate,False,LPL Financial,Los Angeles,CA
SRC_M0000105,SRC0000038,Bloomberg,Sarah,Adams,sadams@merrlync.com,(963) 265-8802,Executive Director,True,Merrill Lynch,Los Angeles,CA
SRC_M0000106,SRC0000038,Bloomberg,Kathleen,Bryant,kathleen.bryant@merrlync.net,669.268.2364,Portfolio Manager,False,Merrill Lynch,Los Angeles,CA
SRC_M0000107,SRC0000038,Bloomberg,Carol,Johnson,cjohnson@merrlync.com,(501) 830-5195,Executive Director,False,Merrill Lynch,Los Angeles,CA
SRC_M0000108,SRC0000038,Bloomberg,Ashley,Flores,floresa@merrlync.com,8658492164,Senior Wealth Advisor,False,Merrill Lynch,Los Angeles,CA
SRC_M0000109,SRC0000038,Bloomberg,Kathleen,Harris,kathleen.harris@merrlync.net,5953245221,Senior Wealth Advisor,False,Merrill Lynch,Los Angeles,CA
SRC_M0000110,SRC0000039,Bloomberg,Michelle,Flores,mflores@wellfargad.com,433.623.6553,Managing Director,True,Wells Fargo Advisors,Portland,OR
SRC_M0000111,SRC0000039,Bloomberg,Susan,Bryant,sbryant@wellfargad.com,931.494.5822,Senior Wealth Advisor,False,Wells Fargo Advisors,Portland,OR
SRC_M0000112,SRC0000039,Bloomberg,Richard,Simmons,rsimmons@wellfargad.com,(337) 714-3807,Portfolio Manager,False,Wells Fargo Advisors,Portland,OR
SRC_M0000113,SRC0000040,Bloomberg,Jason,Green,,642-298-7105,Senior Vice President,True,Ameriprise Financial,Kansas City,MO
SRC_M0000114,SRC0000040,Bloomberg,Joseph,Collins,joseph.collins@amer.net,,Associate,False,Ameriprise Financial,Kansas City,MO
SRC_M0000115,SRC0000040,Bloomberg,Rebecca,Price,pricer@amer.com,(687) 366-5420,Senior Portfolio Manager,False,Ameriprise Financial,Kansas City,MO
SRC_M0000116,SRC0000040,Bloomberg,Joshua,Flores,floresj@amer.com,+17645742778,Associate,False,Ameriprise Financial,Kansas City,MO
SRC_M0000117,SRC0000041,Bloomberg,Kevin,Powell,powellk@wellfargad.com,+14948146119,Senior Vice President,True,Wells Fargo Advisors,Portland,OR
SRC_M0000118,SRC0000041,Bloomberg,Steven,Campbell,scampbell@wellfargad.com,765-391-4394,Senior Portfolio Manager,False,Wells Fargo Advisors,Portland,OR
SRC_M0000119,SRC0000041,Bloomberg,Barbara,Lopez,lopezb@wellfargad.com,(714) 700-2831,Wealth Advisor,False,Wells Fargo Advisors,Portland,OR
SRC_M0000120,SRC0000042,Bloomberg,Jason,Gray,grayj@jannmontsc.com,827-883-3227,Associate,False,Janney Montgomery Scott,Dallas,TX
SRC_M0000121,SRC0000042,Bloomberg,Karen,Ross,kross@jannmontsc.com,3865178474,Wealth Advisor,False,Janney Montgomery Scott,Dallas,TX
SRC_M0000122,SRC0000043,Bloomberg,Brian,Ross,,274-394-2523,Senior Wealth Advisor,False,Janney Montgomery Scott,Boston,MA
SRC_M0000123,SRC0000043,Bloomberg,Emily,Scott,,628-392-7933,Portfolio Manager,False,Janney Montgomery Scott,Boston,MA
SRC_M0000124,SRC0000044,Bloomberg,Karen,Stewart,stewartk@oppe.com,+15536402816,Vice President,True,Oppenheimer & Co,Columbus,OH
SRC_M0000125,SRC0000044,Bloomberg,Kenneth,Rodriguez,rodriguezk@oppe.com,307.839.5672,Senior Portfolio Manager,False,Oppenheimer & Co,Columbus,OH
SRC_M0000126,SRC0000045,Bloomberg,Jessica,Collins,collinsj@dynapart.com,375-832-8538,Executive Director,True,Dynasty Financial Partners,Minneapolis,MN
SRC_M0000127,SRC0000045,Bloomberg,Ashley,Woodd,,602.280.5315,Senior Vice President,False,Dynasty Financial Partners,Minneapolis,MN
SRC_M0000128,SRC0000046,Bloomberg,Jason,Sanders,jsanders@pipesand.com,963.547.4630,Executive Director,True,Piper Sandler,Detroit,MI
SRC_M0000129,SRC0000046,Bloomberg,Stephanie,Young,stephanie.young@pipesand.net,570-338-4621,Senior Associate,False,Piper Sandler,Detroit,MI
SRC_M0000130,SRC0000046,Bloomberg,Daniel,Moore,dmoore@pipesand.com,(673) 615-8957,Senior Financial Advisor,False,Piper Sandler,Detroit,MI
SRC_M0000131,SRC0000046,Bloomberg,Ashley,Perry,,(260) 533-8453,Managing Director,False,Piper Sandler,Detroit,MI
SRC_M0000132,SRC0000046,Bloomberg,Joseph,Cooper,jcooper@pipesand.com,641.485.6526,Senior Associate,False,Piper Sandler,Detroit,MI
SRC_M0000133,SRC0000047,Bloomberg,Jennifer,Harris,jharris@jannmontsc.com,816-356-2234,Senior Vice President,True,Janney Montgomery Scott,Phoenix,AZ
SRC_M0000134,SRC0000047,Bloomberg,Dorothy,Wood,dorothy.wood@jannmontsc.net,4845533669,Managing Director,False,Janney Montgomery Scott,Phoenix,AZ
SRC_M0000135,SRC0000047,Bloomberg,Jeffrey,Washington,jwashington@jannmontsc.com,807-302-9474,Associate,False,Janney Montgomery Scott,Phoenix,AZ
SRC_M0000136,SRC0000047,Bloomberg,James,Rivera,riveraj@jannmontsc.com,521.470.9050,Senior Vice President,False,Janney Montgomery Scott,Phoenix,AZ
SRC_M0000137,SRC0000047,Bloomberg,Mark,Coleman,mcoleman@jannmontsc.com,417-315-5431,Director,False,Janney Montgomery Scott,Phoenix,AZ
SRC_M0000138,SRC0000048,Bloomberg,Jeffrey,Patterson,pattersonj@dynapart.com,354.650.2118,Managing Director,True,Dynasty Financial Partners,Cincinnati,OH
SRC_M0000139,SRC0000048,Bloomberg,Dorothy,Parker,,9737729670,Portfolio Manager,False,Dynasty Financial Partners,Cincinnati,OH
SRC_M0000140,SRC0000048,Bloomberg,Angela,Walker,awalker@dynapart.com,935-204-3302,Associate,False,Dynasty Financial Partners,Cincinnati,OH
SRC_M0000141,SRC0000048,Bloomberg,Jessica,Parker,jessica.parker@dynapart.net,868.332.1407,Senior Associate,False,Dynasty Financial Partners,Cincinnati,OH
SRC_M0000142,SRC0000048,Bloomberg,Brian,Gonzales,bgonzales@dynapart.com,6188635035,Senior Financial Advisor,False,Dynasty Financial Partners,Cincinnati,OH
SRC_M0000143,SRC0000048,Bloomberg,Cynthia,Phillips,phillipsc@dynapart.com,465.249.8413,Wealth Advisor,False,Dynasty Financial Partners,Cincinnati,OH
SRC_M0000144,SRC0000049,Bloomberg,Jeffrey,Brooks,brooksj@lpl.com,263.661.2695,Senior Vice President,True,LPL Financial,Columbus,OH
SRC_M0000145,SRC0000049,Bloomberg,Emily,Gray,,762.380.7720,Senior Financial Advisor,False,LPL Financial,Columbus,OH
SRC_M0000146,SRC0000050,Bloomberg,Kevin,Bell,kbell@lpl.com,+15023039317,Executive Director,True,LPL Financial,Boston,MA
SRC_M0000147,SRC0000050,Bloomberg,Paul,Moore,paul.moore@lpl.net,,Associate,False,LPL Financial,Boston,MA
SRC_M0000148,SRC0000050,Bloomberg,Melissa,Simmons,msimmons@lpl.com,(785) 853-7057,Senior Financial Advisor,False,LPL Financial,Boston,MA
SRC_M0000149,SRC0000051,Bloomberg,Thomas,Price,thomas.price@pipesand.net,938.648.1715,Managing Director,True,Piper Sandler,Atlanta,GA
SRC_M0000150,SRC0000051,Bloomberg,Matthew,Flores,mflores@pipesand.com,,Executive Director,False,Piper Sandler,Atlanta,GA
SRC_M0000151,SRC0000051,Bloomberg,Nancy,Ross,nancy.ross@pipesand.net,+14213849807,Executive Director,False,Piper Sandler,Atlanta,GA
SRC_M0000152,SRC0000051,Bloomberg,Andrew,Hall,ahall@pipesand.com,585.756.9380,Executive Director,False,Piper Sandler,Atlanta,GA
SRC_M0000153,SRC0000052,Bloomberg,Barbara,Lopez,barbara.lopez@ubs.net,(888) 254-5247,Senior Associate,False,UBS Financial Services,Chicago,IL
SRC_M0000154,SRC0000053,Bloomberg,Nancy,Roberts,nancy.roberts@jannmontsc.net,795.952.6447,Vice President,True,Janney Montgomery Scott,Pittsburgh,PA
SRC_M0000155,SRC0000053,Bloomberg,Michelle,Robinson,michelle.robinson@jannmontsc.net,(596) 883-5004,Managing Director,False,Janney Montgomery Scott,Pittsburgh,PA
SRC_M0000156,SRC0000054,Bloomberg,Sharon,Evans,,+19087097018,Managing Director,True,Mesirow Financial,Atlanta,GA
SRC_M0000157,SRC0000054,Bloomberg,Joseph,Howard,jhoward@mesi.com,5399169256,Senior Vice President,False,Mesirow Financial,Atlanta,GA
SRC_M0000158,SRC0000054,Bloomberg,Melissa,Perry,mperry@mesi.com,544-987-4827,Associate,False,Mesirow Financial,Atlanta,GA
SRC_M0000159,SRC0000055,Bloomberg,Jason,Bennett,jbennett@edwajone.com,513-656-7981,Senior Vice President,True,Edward Jones,St. Louis,MO
SRC_M0000160,SRC0000055,Bloomberg,James,White,jwhite@edwajone.com,8644172509,Senior Wealth Advisor,False,Edward Jones,St. Louis,MO
SRC_M0000161,SRC0000055,Bloomberg,Nancy,Coleman,,370.303.9944,Senior Vice President,False,Edward Jones,St. Louis,MO
SRC_M0000162,SRC0000055,Bloomberg,Jessica,Turner,jturner@edwajone.com,271.359.6086,Director,False,Edward Jones,St. Louis,MO
SRC_M0000163,SRC0000056,Bloomberg,Lisa,Edwards,edwardsl@amer.com,5727253621,Senior Vice President,True,Ameriprise Financial,Chicago,IL
SRC_M0000164,SRC0000057,Bloomberg,Carol,Coleman,ccoleman@jannmontsc.com,+15795808273,Senior Vice President,True,Janney Montgomery Scott,Memphis,TN
SRC_M0000165,SRC0000057,Bloomberg,James,Barnes,jbarnes@jannmontsc.com,733-255-7714,Senior Wealth Advisor,False,Janney Montgomery Scott,Memphis,TN
SRC_M0000166,SRC0000057,Bloomberg,Richard,Parker,parkerr@jannmontsc.com,9145466024,Senior Associate,False,Janney Montgomery Scott,Memphis,TN
SRC_M0000167,SRC0000058,Bloomberg,Donna,Adams,dadams@lpl.com,(467) 840-1136,Senior Associate,False,LPL Financial,Chicago,IL
SRC_M0000168,SRC0000058,Bloomberg,Karen,Richardson,richardsonk@lpl.com,+15739003582,Vice President,False,LPL Financial,Chicago,IL
SRC_M0000169,SRC0000059,Bloomberg,Ryan,Peterson,rpeterson@raymjame.com,738-620-7708,Senior Vice President,True,Raymond James,Chicago,IL
SRC_M0000170,SRC0000059,Bloomberg,Jeffrey,Hill,jhill@raymjame.com,449.225.8274,Wealth Advisor,False,Raymond James,Chicago,IL
SRC_M0000171,SRC0000060,Bloomberg,Cynthia,Roberts,croberts@rbc.com,+17998126991,Senior Financial Advisor,False,RBC Wealth Management,Chicago,IL
SRC_M0000172,SRC0000060,Bloomberg,Brian,Brooks,bbrooks@rbc.com,(584) 224-8270,Vice President,False,RBC Wealth Management,Chicago,IL
SRC_M0000173,SRC0000060,Bloomberg,Charles,Scott,cscott@rbc.com,2547635117,Executive Director,False,RBC Wealth Management,Chicago,IL
SRC_M0000174,SRC0000060,Bloomberg,Mary,Carter,mcarter@rbc.com,567.917.3532,Senior Vice President,False,RBC Wealth Management,Chicago,IL
SRC_M0000175,SRC0000060,Bloomberg,Carol,Long,clong@rbc.com,,Managing Director,False,RBC Wealth Management,Chicago,IL
SRC_M0000176,SRC0000061,Bloomberg,Amy,Klely,akelly@raymjame.com,229.283.1744,Executive Director,True,Raymond James,Memphis,TN
SRC_M0000177,SRC0000061,Bloomberg,Donna,Morris,dmorris@raymjame.com,327.745.1970,Senior Financial Advisor,False,Raymond James,Memphis,TN
SRC_M0000178,SRC0000061,Bloomberg,Deborah,Walker,dwalker@raymjame.com,,Financial Advisor,False,Raymond James,Memphis,TN
SRC_M0000179,SRC0000062,Bloomberg,Jennifer,Morgan,jmorgan@rockcapi.com,602-717-8491,Managing Director,True,Rockefeller Capital Management,New York,NY
SRC_M0000180,SRC0000062,Bloomberg,Donald,Green,dgreen@rockcapi.com,,Senior Wealth Advisor,False,Rockefeller Capital Management,New York,NY
SRC_M0000181,SRC0000062,Bloomberg,Ryan,Lee,rlee@rockcapi.com,676.348.9068,Senior Associate,False,Rockefeller Capital Management,New York,NY
